Participant	Block	Trial	Stimulus	Condition	CorrectResp	Code_CorrResp	Response_Code	Response_Time
32	2	66	-->--	neutral	right	3	3	496
32	2	67	--<--	neutral	left	2	2	508
32	2	68	<<<<<	congruent	left	2	2	505
32	2	69	>>>>>	congruent	right	3	3	550
32	2	70	<<<<<	congruent	left	2	2	477
32	2	71	<<><<	incongruent	right	3	3	639
32	2	72	<<><<	incongruent	right	3	3	926
33	1	1	--<--	neutral	left	2	2	480
33	1	2	<<><<	incongruent	right	3	2	441
33	1	3	-->--	neutral	right	3	3	412
33	1	4	>>>>>	congruent	right	3	3	441
33	1	5	-->--	neutral	right	3	3	427
33	1	6	<<<<<	congruent	left	2	2	458
33	1	7	<<<<<	congruent	left	2	2	463
33	1	8	-->--	neutral	right	3	3	436
33	1	9	<<><<	incongruent	right	3	3	545
33	1	10	<<<<<	congruent	left	2	2	469
33	1	11	<<<<<	congruent	left	2	2	430
33	1	12	<<><<	incongruent	right	3	3	507
33	1	13	>><>>	incongruent	left	2	2	537
33	1	14	>>>>>	congruent	right	3	3	382
33	1	15	>>>>>	congruent	right	3	3	419
33	1	16	--<--	neutral	left	2	2	433
33	1	17	<<<<<	congruent	left	2	2	448
33	1	18	>>>>>	congruent	right	3	3	404
33	1	19	<<><<	incongruent	right	3	3	508
33	1	20	--<--	neutral	left	2	2	428
33	1	21	<<><<	incongruent	right	3	3	459
33	1	22	<<<<<	congruent	left	2	2	417
33	1	23	-->--	neutral	right	3	3	382
33	1	24	--<--	neutral	left	2	2	452
33	1	25	>><>>	incongruent	left	2	2	437
33	1	26	>>>>>	congruent	right	3	3	375
33	1	27	>><>>	incongruent	left	2	2	522
33	1	28	>>>>>	congruent	right	3	3	398
33	1	29	--<--	neutral	left	2	2	390
33	1	30	<<><<	incongruent	right	3	3	571
33	1	31	<<<<<	congruent	left	2	2	452
33	1	32	<<><<	incongruent	right	3	3	645
33	1	33	<<<<<	congruent	left	2	2	400
33	1	34	-->--	neutral	right	3	3	426
33	1	35	>>>>>	congruent	right	3	3	425
33	1	36	<<><<	incongruent	right	3	3	488
33	1	37	>>>>>	congruent	right	3	3	434
33	1	38	>><>>	incongruent	left	2	2	481
33	1	39	-->--	neutral	right	3	3	381
33	1	40	>>>>>	congruent	right	3	3	418
33	1	41	<<><<	incongruent	right	3	2	478
33	1	42	>>>>>	congruent	right	3	3	438
33	1	43	--<--	neutral	left	2	2	453
33	1	44	>><>>	incongruent	left	2	2	457
33	1	45	>>>>>	congruent	right	3	3	431
33	1	46	<<<<<	congruent	left	2	2	431
33	1	47	-->--	neutral	right	3	3	431
33	1	48	>><>>	incongruent	left	2	2	430
33	1	49	-->--	neutral	right	3	3	430
33	1	50	<<<<<	congruent	left	2	2	461
33	1	51	>><>>	incongruent	left	2	2	480
33	1	52	--<--	neutral	left	2	2	412
33	1	53	>><>>	incongruent	left	2	2	438
33	1	54	>><>>	incongruent	left	2	2	454
33	1	55	>><>>	incongruent	left	2	2	411
33	1	56	-->--	neutral	right	3	3	547
33	1	57	<<><<	incongruent	right	3	2	348
33	1	58	-->--	neutral	right	3	3	397
33	1	59	--<--	neutral	left	2	2	405
33	1	60	<<><<	incongruent	right	3	3	432
33	1	61	--<--	neutral	left	2	2	354
33	1	62	<<<<<	congruent	left	2	2	386
33	1	63	>><>>	incongruent	left	2	2	395
33	1	64	--<--	neutral	left	2	2	372
33	1	65	--<--	neutral	left	2	2	362
33	1	66	--<--	neutral	left	2	2	382
33	1	67	-->--	neutral	right	3	3	358
33	1	68	>>>>>	congruent	right	3	3	437
33	1	69	<<<<<	congruent	left	2	2	375
33	1	70	-->--	neutral	right	3	3	396
33	1	71	>><>>	incongruent	left	2	2	405
33	1	72	<<><<	incongruent	right	3	3	416
33	2	1	<<<<<	congruent	left	2	2	354
33	2	2	--<--	neutral	left	2	2	372
33	2	3	--<--	neutral	left	2	2	345
33	2	4	--<--	neutral	left	2	2	423
33	2	5	-->--	neutral	right	3	3	388
33	2	6	<<><<	incongruent	right	3	3	506
33	2	7	<<><<	incongruent	right	3	3	692
33	2	8	<<<<<	congruent	left	2	2	360
33	2	9	-->--	neutral	right	3	3	364
33	2	10	<<><<	incongruent	right	3	3	461
33	2	11	>><>>	incongruent	left	2	2	451
33	2	12	>>>>>	congruent	right	3	3	405
33	2	13	<<><<	incongruent	right	3	2	401
33	2	14	>>>>>	congruent	right	3	3	380
33	2	15	<<><<	incongruent	right	3	3	449
33	2	16	<<<<<	congruent	left	2	2	420
33	2	17	<<<<<	congruent	left	2	2	417
33	2	18	-->--	neutral	right	3	3	571
33	2	19	>>>>>	congruent	right	3	3	390
33	2	20	--<--	neutral	left	2	2	353
33	2	21	>><>>	incongruent	left	2	2	464
33	2	22	>>>>>	congruent	right	3	3	389
33	2	23	<<><<	incongruent	right	3	3	445
33	2	24	<<><<	incongruent	right	3	3	447
33	2	25	--<--	neutral	left	2	2	433
33	2	26	>><>>	incongruent	left	2	2	620
33	2	27	>>>>>	congruent	right	3	3	387
33	2	28	-->--	neutral	right	3	3	411
33	2	29	<<><<	incongruent	right	3	3	422
33	2	30	<<<<<	congruent	left	2	2	482
33	2	31	>>>>>	congruent	right	3	3	397
33	2	32	--<--	neutral	left	2	2	406
33	2	33	-->--	neutral	right	3	3	411
33	2	34	<<><<	incongruent	right	3	2	427
33	2	35	<<><<	incongruent	right	3	3	473
33	2	36	<<<<<	congruent	left	2	2	417
33	2	37	--<--	neutral	left	2	2	447
33	2	38	>>>>>	congruent	right	3	3	465
33	2	39	>>>>>	congruent	right	3	3	437
33	2	40	>>>>>	congruent	right	3	3	390
33	2	41	>><>>	incongruent	left	2	2	446
33	2	42	>>>>>	congruent	right	3	3	370
33	2	43	--<--	neutral	left	2	2	389
33	2	44	>><>>	incongruent	left	2	2	461
33	2	45	>>>>>	congruent	right	3	3	386
33	2	46	-->--	neutral	right	3	3	348
33	2	47	<<<<<	congruent	left	2	2	412
33	2	48	<<<<<	congruent	left	2	2	439
33	2	49	-->--	neutral	right	3	3	360
33	2	50	<<<<<	congruent	left	2	2	426
33	2	51	<<<<<	congruent	left	2	2	427
33	2	52	>>>>>	congruent	right	3	3	583
33	2	53	<<<<<	congruent	left	2	2	404
33	2	54	>><>>	incongruent	left	2	2	462
33	2	55	-->--	neutral	right	3	3	435
33	2	56	-->--	neutral	right	3	3	403
33	2	57	>><>>	incongruent	left	2	2	461
33	2	58	-->--	neutral	right	3	3	403
33	2	59	<<><<	incongruent	right	3	3	533
33	2	60	>><>>	incongruent	left	2	2	447
33	2	61	--<--	neutral	left	2	2	434
33	2	62	>><>>	incongruent	left	2	2	418
33	2	63	-->--	neutral	right	3	3	369
33	2	64	>><>>	incongruent	left	2	2	435
33	2	65	>><>>	incongruent	left	2	2	450
33	2	66	>><>>	incongruent	left	2	2	484
33	2	67	--<--	neutral	left	2	2	368
33	2	68	--<--	neutral	left	2	2	403
33	2	69	<<><<	incongruent	right	3	3	570
33	2	70	-->--	neutral	right	3	3	452
33	2	71	<<<<<	congruent	left	2	2	472
33	2	72	--<--	neutral	left	2	2	431
34	1	1	<<><<	incongruent	right	3	3	692
34	1	2	-->--	neutral	right	3	3	472
34	1	3	--<--	neutral	left	2	2	401
34	1	4	<<><<	incongruent	right	3	3	490
34	1	5	-->--	neutral	right	3	3	499
34	1	6	-->--	neutral	right	3	3	478
34	1	7	>><>>	incongruent	left	2	2	550
34	1	8	>><>>	incongruent	left	2	2	492
34	1	9	<<<<<	congruent	left	2	2	504
34	1	10	-->--	neutral	right	3	3	390
34	1	11	>><>>	incongruent	left	2	2	477
34	1	12	<<><<	incongruent	right	3	3	530
34	1	13	>><>>	incongruent	left	2	2	437
34	1	14	>>>>>	congruent	right	3	3	390
34	1	15	>><>>	incongruent	left	2	2	461
34	1	16	--<--	neutral	left	2	2	449
34	1	17	>><>>	incongruent	left	2	2	482
34	1	18	--<--	neutral	left	2	2	414
34	1	19	<<<<<	congruent	left	2	2	395
34	1	20	<<><<	incongruent	right	3	2	403
34	1	21	>>>>>	congruent	right	3	3	571
34	1	22	--<--	neutral	left	2	2	484
34	1	23	>>>>>	congruent	right	3	3	400
34	1	24	-->--	neutral	right	3	3	457
34	1	25	<<><<	incongruent	right	3	3	680
34	1	26	>>>>>	congruent	right	3	3	521
34	1	27	--<--	neutral	left	2	2	411
34	1	28	--<--	neutral	left	2	2	422
34	1	29	<<><<	incongruent	right	3	3	513
34	1	30	--<--	neutral	left	2	2	417
34	1	31	<<<<<	congruent	left	2	2	431
34	1	32	>>>>>	congruent	right	3	3	430
34	1	33	<<<<<	congruent	left	2	2	399
34	1	34	--<--	neutral	left	2	2	410
34	1	35	-->--	neutral	right	3	3	389
34	1	36	<<><<	incongruent	right	3	3	554
34	1	37	<<><<	incongruent	right	3	3	575
34	1	38	<<<<<	congruent	left	2	2	428
34	1	39	>><>>	incongruent	left	2	2	505
34	1	40	>>>>>	congruent	right	3	3	456
34	1	41	--<--	neutral	left	2	2	430
34	1	42	>><>>	incongruent	left	2	2	477
34	1	43	<<<<<	congruent	left	2	2	436
34	1	44	-->--	neutral	right	3	3	452
34	1	45	<<><<	incongruent	right	3	3	516
34	1	46	>><>>	incongruent	left	2	2	467
34	1	47	-->--	neutral	right	3	3	505
34	1	48	<<<<<	congruent	left	2	2	454
34	1	49	-->--	neutral	right	3	3	411
34	1	50	--<--	neutral	left	2	2	422
34	1	51	>>>>>	congruent	right	3	3	514
34	1	52	<<<<<	congruent	left	2	2	433
34	1	53	<<><<	incongruent	right	3	3	511
34	1	54	<<><<	incongruent	right	3	3	540
34	1	55	>>>>>	congruent	right	3	3	417
34	1	56	>><>>	incongruent	left	2	2	478
34	1	57	>><>>	incongruent	left	2	2	469
34	1	58	<<<<<	congruent	left	2	2	444
34	1	59	>><>>	incongruent	left	2	2	477
34	1	60	>>>>>	congruent	right	3	3	516
34	1	61	>>>>>	congruent	right	3	3	467
34	1	62	<<<<<	congruent	left	2	2	442
34	1	63	-->--	neutral	right	3	3	475
34	1	64	>>>>>	congruent	right	3	3	435
34	1	65	>>>>>	congruent	right	3	3	466
34	1	66	<<<<<	congruent	left	2	2	441
34	1	67	--<--	neutral	left	2	2	427
34	1	68	-->--	neutral	right	3	3	458
34	1	69	-->--	neutral	right	3	3	479
34	1	70	<<<<<	congruent	left	2	2	376
34	1	71	<<><<	incongruent	right	3	3	554
34	1	72	--<--	neutral	left	2	2	386
34	2	1	<<<<<	congruent	left	2	2	431
34	2	2	<<><<	incongruent	right	3	3	494
34	2	3	<<><<	incongruent	right	3	3	504
34	2	4	<<<<<	congruent	left	2	2	391
34	2	5	<<<<<	congruent	left	2	2	431
34	2	6	<<<<<	congruent	left	2	2	446
34	2	7	-->--	neutral	right	3	3	479
34	2	8	>>>>>	congruent	right	3	3	426
34	2	9	>>>>>	congruent	right	3	3	410
34	2	10	-->--	neutral	right	3	3	436
34	2	11	--<--	neutral	left	2	2	467
34	2	12	--<--	neutral	left	2	2	412
34	2	13	-->--	neutral	right	3	3	438
34	2	14	<<<<<	congruent	left	2	2	407
34	2	15	<<><<	incongruent	right	3	3	543
34	2	16	>>>>>	congruent	right	3	3	498
34	2	17	-->--	neutral	right	3	3	446
34	2	18	>>>>>	congruent	right	3	3	449
34	2	19	>>>>>	congruent	right	3	3	420
34	2	20	<<><<	incongruent	right	3	3	526
34	2	21	>><>>	incongruent	left	2	2	855
34	2	22	<<><<	incongruent	right	3	3	600
34	2	23	>><>>	incongruent	left	2	2	457
34	2	24	<<<<<	congruent	left	2	2	493
34	2	25	>>>>>	congruent	right	3	3	395
34	2	26	>>>>>	congruent	right	3	3	435
34	2	27	<<><<	incongruent	right	3	3	512
34	2	28	>><>>	incongruent	left	2	2	526
34	2	29	<<<<<	congruent	left	2	2	433
34	2	30	>>>>>	congruent	right	3	3	370
34	2	31	--<--	neutral	left	2	2	499
34	2	32	>><>>	incongruent	left	2	2	510
34	2	33	--<--	neutral	left	2	2	445
34	2	34	>>>>>	congruent	right	3	3	448
34	2	35	<<<<<	congruent	left	2	2	419
34	2	36	>><>>	incongruent	left	2	2	572
34	2	37	<<><<	incongruent	right	3	3	504
34	2	38	-->--	neutral	right	3	3	437
34	2	39	-->--	neutral	right	3	3	421
34	2	40	-->--	neutral	right	3	3	387
34	2	41	<<<<<	congruent	left	2	2	380
34	2	42	>><>>	incongruent	left	2	2	495
34	2	43	>>>>>	congruent	right	3	3	413
34	2	44	>><>>	incongruent	left	2	2	457
34	2	45	>><>>	incongruent	left	2	2	477
34	2	46	--<--	neutral	left	2	2	406
34	2	47	>><>>	incongruent	left	2	2	479
34	2	48	>><>>	incongruent	left	2	2	426
34	2	49	--<--	neutral	left	2	2	441
34	2	50	--<--	neutral	left	2	2	364
34	2	51	>>>>>	congruent	right	3	3	415
34	2	52	--<--	neutral	left	2	2	367
34	2	53	<<<<<	congruent	left	2	2	401
34	2	54	<<><<	incongruent	right	3	3	584
34	2	55	-->--	neutral	right	3	3	484
34	2	56	<<<<<	congruent	left	2	2	399
34	2	57	--<--	neutral	left	2	2	426
34	2	58	-->--	neutral	right	3	3	441
34	2	59	-->--	neutral	right	3	3	428
34	2	60	>>>>>	congruent	right	3	3	428
34	2	61	<<><<	incongruent	right	3	3	662
34	2	62	<<><<	incongruent	right	3	3	606
34	2	63	--<--	neutral	left	2	2	480
34	2	64	-->--	neutral	right	3	3	473
34	2	65	<<<<<	congruent	left	2	2	386
34	2	66	>><>>	incongruent	left	2	2	567
34	2	67	>><>>	incongruent	left	2	2	496
34	2	68	<<><<	incongruent	right	3	3	585
34	2	69	-->--	neutral	right	3	3	501
34	2	70	--<--	neutral	left	2	2	434
34	2	71	--<--	neutral	left	2	2	418
34	2	72	<<><<	incongruent	right	3	3	509
35	1	1	>><>>	incongruent	left	2	2	497
35	1	2	>>>>>	congruent	right	3	3	368
35	1	3	>><>>	incongruent	left	2	2	402
35	1	4	--<--	neutral	left	2	2	429
35	1	5	<<<<<	congruent	left	2	2	351
35	1	6	<<><<	incongruent	right	3	2	352
35	1	7	--<--	neutral	left	2	2	432
35	1	8	--<--	neutral	left	2	2	400
35	1	9	>>>>>	congruent	right	3	3	380
35	1	10	>>>>>	congruent	right	3	3	464
35	1	11	>><>>	incongruent	left	2	2	438
35	1	12	>><>>	incongruent	left	2	2	469
35	1	13	--<--	neutral	left	2	2	413
35	1	14	>>>>>	congruent	right	3	3	363
35	1	15	>>>>>	congruent	right	3	3	383
35	1	16	>>>>>	congruent	right	3	3	374
35	1	17	<<><<	incongruent	right	3	2	458
35	1	18	>><>>	incongruent	left	2	2	493
35	1	19	-->--	neutral	right	3	3	411
35	1	20	>>>>>	congruent	right	3	3	421
35	1	21	<<><<	incongruent	right	3	3	482
35	1	22	<<<<<	congruent	left	2	2	397
35	1	23	-->--	neutral	right	3	3	406
35	1	24	<<><<	incongruent	right	3	3	463
35	1	25	--<--	neutral	left	2	2	405
35	1	26	<<><<	incongruent	right	3	3	416
35	1	27	<<><<	incongruent	right	3	3	398
35	1	28	>>>>>	congruent	right	3	3	359
35	1	29	<<<<<	congruent	left	2	2	379
35	1	30	>><>>	incongruent	left	2	2	400
35	1	31	<<<<<	congruent	left	2	2	396
35	1	32	<<<<<	congruent	left	2	2	373
35	1	33	<<><<	incongruent	right	3	3	394
35	1	34	-->--	neutral	right	3	3	403
35	1	35	--<--	neutral	left	2	2	367
35	1	36	<<><<	incongruent	right	3	3	434
35	1	37	<<<<<	congruent	left	2	2	387
35	1	38	>>>>>	congruent	right	3	3	364
35	1	39	<<<<<	congruent	left	2	2	384
35	1	40	>><>>	incongruent	left	2	2	499
35	1	41	>>>>>	congruent	right	3	3	369
35	1	42	-->--	neutral	right	3	3	373
35	1	43	>>>>>	congruent	right	3	3	380
35	1	44	-->--	neutral	right	3	3	386
35	1	45	>><>>	incongruent	left	2	2	519
35	1	46	--<--	neutral	left	2	2	363
35	1	47	-->--	neutral	right	3	3	351
35	1	48	<<><<	incongruent	right	3	3	431
35	1	49	--<--	neutral	left	2	2	431
35	1	50	<<><<	incongruent	right	3	3	447
35	1	51	-->--	neutral	right	3	3	401
35	1	52	-->--	neutral	right	3	3	397
35	1	53	-->--	neutral	right	3	3	358
35	1	54	--<--	neutral	left	2	2	391
35	1	55	-->--	neutral	right	3	3	399
35	1	56	--<--	neutral	left	2	2	364
35	1	57	>>>>>	congruent	right	3	3	368
35	1	58	>><>>	incongruent	left	2	2	418
35	1	59	>><>>	incongruent	left	2	2	478
35	1	60	<<<<<	congruent	left	2	2	407
35	1	61	<<<<<	congruent	left	2	2	387
35	1	62	--<--	neutral	left	2	2	395
35	1	63	-->--	neutral	right	3	3	357
35	1	64	-->--	neutral	right	3	3	389
35	1	65	<<<<<	congruent	left	2	2	382
35	1	66	>><>>	incongruent	left	2	2	419
35	1	67	<<<<<	congruent	left	2	2	386
35	1	68	>><>>	incongruent	left	2	2	488
35	1	69	<<><<	incongruent	right	3	3	465
35	1	70	<<><<	incongruent	right	3	3	425
35	1	71	--<--	neutral	left	2	2	376
35	1	72	<<<<<	congruent	left	2	2	616
35	2	1	-->--	neutral	right	3	3	372
35	2	2	<<<<<	congruent	left	2	2	392
35	2	3	>>>>>	congruent	right	3	3	338
35	2	4	>>>>>	congruent	right	3	3	352
35	2	5	>>>>>	congruent	right	3	3	354
35	2	6	>><>>	incongruent	left	2	3	355
35	2	7	--<--	neutral	left	2	2	388
35	2	8	>>>>>	congruent	right	3	3	396
35	2	9	>><>>	incongruent	left	2	2	452
35	2	10	>>>>>	congruent	right	3	3	379
35	2	11	>><>>	incongruent	left	2	2	400
35	2	12	>>>>>	congruent	right	3	3	380
35	2	13	<<<<<	congruent	left	2	2	370
35	2	14	-->--	neutral	right	3	3	390
35	2	15	>>>>>	congruent	right	3	3	414
35	2	16	>><>>	incongruent	left	2	2	442
35	2	17	<<<<<	congruent	left	2	2	429
35	2	18	--<--	neutral	left	2	2	366
35	2	19	<<><<	incongruent	right	3	3	417
35	2	20	-->--	neutral	right	3	3	430
35	2	21	-->--	neutral	right	3	3	398
35	2	22	<<><<	incongruent	right	3	3	503
35	2	23	>><>>	incongruent	left	2	2	421
35	2	24	--<--	neutral	left	2	2	403
35	2	25	>>>>>	congruent	right	3	3	414
35	2	26	<<<<<	congruent	left	2	2	364
35	2	27	-->--	neutral	right	3	3	399
35	2	28	>><>>	incongruent	left	2	2	410
35	2	29	<<><<	incongruent	right	3	3	530
35	2	30	<<><<	incongruent	right	3	3	452
35	2	31	--<--	neutral	left	2	2	331
35	2	32	>><>>	incongruent	left	2	2	469
35	2	33	-->--	neutral	right	3	3	366
35	2	34	--<--	neutral	left	2	2	355
35	2	35	--<--	neutral	left	2	2	372
35	2	36	>><>>	incongruent	left	2	3	376
35	2	37	--<--	neutral	left	2	2	366
35	2	38	-->--	neutral	right	3	3	371
35	2	39	<<><<	incongruent	right	3	3	531
35	2	40	--<--	neutral	left	2	2	374
35	2	41	<<><<	incongruent	right	3	3	537
35	2	42	>>>>>	congruent	right	3	3	430
35	2	43	>>>>>	congruent	right	3	3	555
35	2	44	--<--	neutral	left	2	2	403
35	2	45	--<--	neutral	left	2	2	414
35	2	46	<<<<<	congruent	left	2	2	380
35	2	47	<<><<	incongruent	right	3	3	512
35	2	48	<<><<	incongruent	right	3	3	463
35	2	49	>><>>	incongruent	left	2	2	404
35	2	50	<<<<<	congruent	left	2	2	400
35	2	51	<<<<<	congruent	left	2	2	395
35	2	52	>><>>	incongruent	left	2	2	466
35	2	53	<<><<	incongruent	right	3	3	457
35	2	54	>><>>	incongruent	left	2	2	476
35	2	55	>>>>>	congruent	right	3	3	420
35	2	56	-->--	neutral	right	3	3	497
35	2	57	<<<<<	congruent	left	2	2	382
35	2	58	<<<<<	congruent	left	2	2	546
35	2	59	-->--	neutral	right	3	3	376
35	2	60	--<--	neutral	left	2	2	382
35	2	61	<<><<	incongruent	right	3	2	404
35	2	62	-->--	neutral	right	3	3	431
35	2	63	-->--	neutral	right	3	3	399
35	2	64	<<<<<	congruent	left	2	2	361
35	2	65	<<><<	incongruent	right	3	3	426
35	2	66	-->--	neutral	right	3	3	364
35	2	67	>><>>	incongruent	left	2	2	462
35	2	68	<<><<	incongruent	right	3	3	466
35	2	69	>>>>>	congruent	right	3	3	442
35	2	70	<<<<<	congruent	left	2	2	412
35	2	71	<<<<<	congruent	left	2	2	410
35	2	72	--<--	neutral	left	2	2	390
36	1	1	>>>>>	congruent	right	3	3	505
36	1	2	<<<<<	congruent	left	2	2	468
36	1	3	<<><<	incongruent	right	3	3	491
36	1	4	--<--	neutral	left	2	2	422
36	1	5	--<--	neutral	left	2	2	434
36	1	6	<<<<<	congruent	left	2	2	465
36	1	7	<<<<<	congruent	left	2	2	425
36	1	8	<<><<	incongruent	right	3	3	519
36	1	9	<<><<	incongruent	right	3	3	535
36	1	10	<<><<	incongruent	right	3	3	475
36	1	11	>><>>	incongruent	left	2	2	529
36	1	12	<<<<<	congruent	left	2	2	420
36	1	13	-->--	neutral	right	3	3	401
36	1	14	<<><<	incongruent	right	3	2	396
36	1	15	<<<<<	congruent	left	2	2	530
36	1	16	<<<<<	congruent	left	2	2	593
36	1	17	>>>>>	congruent	right	3	3	433
36	1	18	>>>>>	congruent	right	3	3	401
36	1	19	-->--	neutral	right	3	3	490
36	1	20	<<<<<	congruent	left	2	2	483
36	1	21	>><>>	incongruent	left	2	2	570
36	1	22	--<--	neutral	left	2	2	437
36	1	23	>><>>	incongruent	left	2	2	530
36	1	24	--<--	neutral	left	2	2	593
36	1	25	--<--	neutral	left	2	2	433
36	1	26	-->--	neutral	right	3	3	433
36	1	27	>>>>>	congruent	right	3	3	432
36	1	28	<<<<<	congruent	left	2	2	448
36	1	29	--<--	neutral	left	2	2	512
36	1	30	>>>>>	congruent	right	3	3	463
36	1	31	-->--	neutral	right	3	3	410
36	1	32	>><>>	incongruent	left	2	2	463
36	1	33	-->--	neutral	right	3	3	451
36	1	34	<<><<	incongruent	right	3	3	516
36	1	35	<<<<<	congruent	left	2	2	545
36	1	36	<<><<	incongruent	right	3	3	657
36	1	37	--<--	neutral	left	2	2	430
36	1	38	>>>>>	congruent	right	3	3	477
36	1	39	>><>>	incongruent	left	2	2	514
36	1	40	>><>>	incongruent	left	2	2	637
36	1	41	>><>>	incongruent	left	2	2	610
36	1	42	>><>>	incongruent	left	2	2	545
36	1	43	-->--	neutral	right	3	3	423
36	1	44	-->--	neutral	right	3	3	514
36	1	45	<<><<	incongruent	right	3	3	574
36	1	46	<<<<<	congruent	left	2	2	506
36	1	47	>>>>>	congruent	right	3	3	488
36	1	48	--<--	neutral	left	2	2	466
36	1	49	-->--	neutral	right	3	3	504
36	1	50	<<><<	incongruent	right	3	3	561
36	1	51	<<<<<	congruent	left	2	2	475
36	1	52	>>>>>	congruent	right	3	3	513
36	1	53	>><>>	incongruent	left	2	2	557
36	1	54	--<--	neutral	left	2	2	468
36	1	55	>>>>>	congruent	right	3	3	412
36	1	56	>><>>	incongruent	left	2	2	520
36	1	57	-->--	neutral	right	3	3	442
36	1	58	--<--	neutral	left	2	2	428
36	1	59	>><>>	incongruent	left	2	2	599
36	1	60	<<><<	incongruent	right	3	3	551
36	1	61	--<--	neutral	left	2	2	509
36	1	62	--<--	neutral	left	2	2	460
36	1	63	<<><<	incongruent	right	3	3	543
36	1	64	-->--	neutral	right	3	3	451
36	1	65	>>>>>	congruent	right	3	3	469
36	1	66	<<><<	incongruent	right	3	3	554
36	1	67	<<<<<	congruent	left	2	2	481
36	1	68	>>>>>	congruent	right	3	3	474
36	1	69	-->--	neutral	right	3	3	449
36	1	70	>><>>	incongruent	left	2	2	545
36	1	71	-->--	neutral	right	3	3	423
36	1	72	>>>>>	congruent	right	3	3	436
36	2	1	<<><<	incongruent	right	3	3	550
36	2	2	-->--	neutral	right	3	3	476
36	2	3	<<<<<	congruent	left	2	2	514
36	2	4	--<--	neutral	left	2	2	496
36	2	5	-->--	neutral	right	3	3	398
36	2	6	<<><<	incongruent	right	3	3	516
36	2	7	--<--	neutral	left	2	2	499
36	2	8	>><>>	incongruent	left	2	2	541
36	2	9	--<--	neutral	left	2	2	481
36	2	10	--<--	neutral	left	2	2	474
36	2	11	--<--	neutral	left	2	2	434
36	2	12	<<<<<	congruent	left	2	2	465
36	2	13	<<<<<	congruent	left	2	2	469
36	2	14	<<<<<	congruent	left	2	2	601
36	2	15	>>>>>	congruent	right	3	3	474
36	2	16	>><>>	incongruent	left	2	2	528
36	2	17	>>>>>	congruent	right	3	3	481
36	2	18	--<--	neutral	left	2	2	381
36	2	19	<<><<	incongruent	right	3	3	543
36	2	20	>><>>	incongruent	left	2	2	577
36	2	21	-->--	neutral	right	3	3	430
36	2	22	<<<<<	congruent	left	2	2	524
36	2	23	--<--	neutral	left	2	2	649
36	2	24	--<--	neutral	left	2	2	436
36	2	25	>><>>	incongruent	left	2	2	623
36	2	26	>>>>>	congruent	right	3	3	498
36	2	27	--<--	neutral	left	2	2	572
36	2	28	>>>>>	congruent	right	3	3	597
36	2	29	<<<<<	congruent	left	2	2	406
36	2	30	<<><<	incongruent	right	3	3	526
36	2	31	-->--	neutral	right	3	3	401
36	2	32	>><>>	incongruent	left	2	2	599
36	2	33	<<><<	incongruent	right	3	3	535
36	2	34	>><>>	incongruent	left	2	2	538
36	2	35	>>>>>	congruent	right	3	3	431
36	2	36	<<><<	incongruent	right	3	3	618
36	2	37	<<<<<	congruent	left	2	2	541
36	2	38	>><>>	incongruent	left	2	2	668
36	2	39	>><>>	incongruent	left	2	2	537
36	2	40	-->--	neutral	right	3	3	493
36	2	41	>><>>	incongruent	left	2	2	504
36	2	42	--<--	neutral	left	2	2	468
36	2	43	<<<<<	congruent	left	2	2	429
36	2	44	-->--	neutral	right	3	3	694
36	2	45	>>>>>	congruent	right	3	3	677
36	2	46	--<--	neutral	left	2	2	546
36	2	47	>>>>>	congruent	right	3	3	457
36	2	48	-->--	neutral	right	3	3	462
36	2	49	>>>>>	congruent	right	3	3	513
36	2	50	<<><<	incongruent	right	3	3	510
36	2	51	<<><<	incongruent	right	3	3	493
36	2	52	<<<<<	congruent	left	2	2	458
36	2	53	<<<<<	congruent	left	2	2	477
36	2	54	>><>>	incongruent	left	2	2	531
36	2	55	-->--	neutral	right	3	3	515
36	2	56	>><>>	incongruent	left	2	2	646
36	2	57	<<><<	incongruent	right	3	3	534
36	2	58	<<><<	incongruent	right	3	3	661
36	2	59	<<><<	incongruent	right	3	3	654
36	2	60	-->--	neutral	right	3	3	458
36	2	61	<<<<<	congruent	left	2	2	572
36	2	62	>><>>	incongruent	left	2	2	579
36	2	63	>>>>>	congruent	right	3	3	510
36	2	64	>>>>>	congruent	right	3	3	383
36	2	65	>>>>>	congruent	right	3	3	390
36	2	66	<<<<<	congruent	left	2	2	461
36	2	67	--<--	neutral	left	2	2	449
36	2	68	-->--	neutral	right	3	3	404
36	2	69	>>>>>	congruent	right	3	3	416
36	2	70	-->--	neutral	right	3	3	397
36	2	71	<<><<	incongruent	right	3	3	468
36	2	72	-->--	neutral	right	3	3	412
37	1	1	<<<<<	congruent	left	2	2	485
37	1	2	<<<<<	congruent	left	2	2	384
37	1	3	>><>>	incongruent	left	2	2	625
37	1	4	-->--	neutral	right	3	3	437
37	1	5	>><>>	incongruent	left	2	2	499
37	1	6	--<--	neutral	left	2	2	386
37	1	7	--<--	neutral	left	2	2	363
37	1	8	<<><<	incongruent	right	3	2	633
37	1	9	-->--	neutral	right	3	3	402
37	1	10	<<<<<	congruent	left	2	2	427
37	1	11	>>>>>	congruent	right	3	3	459
37	1	12	>>>>>	congruent	right	3	3	385
37	1	13	<<<<<	congruent	left	2	2	391
37	1	14	-->--	neutral	right	3	3	415
