Participant	Block	Trial	Stimulus	Condition	CorrectResp	Code_CorrResp	Response_Code	Response_Time
19	1	21	<<<<<	congruent	left	2	2	446
19	1	22	-->--	neutral	right	3	3	433
19	1	23	<<><<	incongruent	right	3	3	605
19	1	24	<<><<	incongruent	right	3	3	494
19	1	25	-->--	neutral	right	3	3	427
19	1	26	-->--	neutral	right	3	3	443
19	1	27	--<--	neutral	left	2	2	444
19	1	28	--<--	neutral	left	2	2	384
19	1	29	<<<<<	congruent	left	2	2	390
19	1	30	>>>>>	congruent	right	3	3	493
19	1	31	>>>>>	congruent	right	3	3	394
19	1	32	-->--	neutral	right	3	3	418
19	1	33	-->--	neutral	right	3	3	415
19	1	34	-->--	neutral	right	3	3	413
19	1	35	<<<<<	congruent	left	2	2	349
19	1	36	>>>>>	congruent	right	3	3	412
19	1	37	>><>>	incongruent	left	2	2	488
19	1	38	>>>>>	congruent	right	3	3	403
19	1	39	<<><<	incongruent	right	3	3	492
19	1	40	>>>>>	congruent	right	3	3	394
19	1	41	>><>>	incongruent	left	2	3	450
19	1	42	--<--	neutral	left	2	2	451
19	1	43	<<><<	incongruent	right	3	3	485
19	1	44	>>>>>	congruent	right	3	3	447
19	1	45	>>>>>	congruent	right	3	3	418
19	1	46	>><>>	incongruent	left	2	3	399
19	1	47	<<<<<	congruent	left	2	2	426
19	1	48	-->--	neutral	right	3	3	348
19	1	49	-->--	neutral	right	3	3	458
19	1	50	>><>>	incongruent	left	2	2	462
19	1	51	>><>>	incongruent	left	2	3	358
19	1	52	<<><<	incongruent	right	3	3	453
19	1	53	--<--	neutral	left	2	2	363
19	1	54	>><>>	incongruent	left	2	2	586
19	1	55	<<><<	incongruent	right	3	3	457
19	1	56	>><>>	incongruent	left	2	2	572
19	1	57	>>>>>	congruent	right	3	3	390
19	1	58	<<><<	incongruent	right	3	3	493
19	1	59	--<--	neutral	left	2	2	411
19	1	60	<<<<<	congruent	left	2	2	375
19	1	61	<<><<	incongruent	right	3	3	537
19	1	62	--<--	neutral	left	2	2	461
19	1	63	-->--	neutral	right	3	3	403
19	1	64	>>>>>	congruent	right	3	3	430
19	1	65	--<--	neutral	left	2	2	367
19	1	66	<<<<<	congruent	left	2	2	386
19	1	67	<<<<<	congruent	left	2	2	411
19	1	68	<<><<	incongruent	right	3	3	499
19	1	69	>>>>>	congruent	right	3	3	417
19	1	70	<<<<<	congruent	left	2	2	414
19	1	71	-->--	neutral	right	3	3	349
19	1	72	<<><<	incongruent	right	3	3	726
19	2	1	<<><<	incongruent	right	3	3	484
19	2	2	--<--	neutral	left	2	2	353
19	2	3	-->--	neutral	right	3	3	354
19	2	4	-->--	neutral	right	3	3	434
19	2	5	>><>>	incongruent	left	2	2	465
19	2	6	>><>>	incongruent	left	2	2	578
19	2	7	<<><<	incongruent	right	3	3	494
19	2	8	<<><<	incongruent	right	3	3	474
19	2	9	>><>>	incongruent	left	2	2	559
19	2	10	-->--	neutral	right	3	3	378
19	2	11	>><>>	incongruent	left	2	3	478
19	2	12	--<--	neutral	left	2	2	453
19	2	13	-->--	neutral	right	3	3	458
19	2	14	>>>>>	congruent	right	3	3	462
19	2	15	-->--	neutral	right	3	3	498
19	2	16	<<<<<	congruent	left	2	2	369
19	2	17	>><>>	incongruent	left	2	3	466
19	2	18	>>>>>	congruent	right	3	3	457
19	2	19	<<<<<	congruent	left	2	2	399
19	2	20	<<<<<	congruent	left	2	2	379
19	2	21	-->--	neutral	right	3	3	447
19	2	22	>><>>	incongruent	left	2	2	574
19	2	23	<<><<	incongruent	right	3	3	569
19	2	24	>>>>>	congruent	right	3	3	450
19	2	25	<<><<	incongruent	right	3	3	593
19	2	26	>><>>	incongruent	left	2	2	573
19	2	27	-->--	neutral	right	3	3	380
19	2	28	<<><<	incongruent	right	3	3	479
19	2	29	<<<<<	congruent	left	2	2	426
19	2	30	>>>>>	congruent	right	3	3	348
19	2	31	--<--	neutral	left	2	2	396
19	2	32	>>>>>	congruent	right	3	3	389
19	2	33	>>>>>	congruent	right	3	3	366
19	2	34	--<--	neutral	left	2	2	386
19	2	35	--<--	neutral	left	2	2	379
19	2	36	<<><<	incongruent	right	3	3	556
19	2	37	>><>>	incongruent	left	2	3	437
19	2	38	--<--	neutral	left	2	2	421
19	2	39	>>>>>	congruent	right	3	3	433
19	2	40	>>>>>	congruent	right	3	3	434
19	2	41	<<<<<	congruent	left	2	2	433
19	2	42	-->--	neutral	right	3	3	386
19	2	43	<<<<<	congruent	left	2	2	379
19	2	44	>><>>	incongruent	left	2	2	464
19	2	45	-->--	neutral	right	3	3	390
19	2	46	--<--	neutral	left	2	2	398
19	2	47	>>>>>	congruent	right	3	3	313
19	2	48	<<<<<	congruent	left	2	2	370
19	2	49	<<<<<	congruent	left	2	2	358
19	2	50	>><>>	incongruent	left	2	2	516
19	2	51	<<><<	incongruent	right	3	3	655
19	2	52	<<<<<	congruent	left	2	2	413
19	2	53	<<<<<	congruent	left	2	2	347
19	2	54	--<--	neutral	left	2	2	396
19	2	55	>><>>	incongruent	left	2	3	420
19	2	56	<<><<	incongruent	right	3	3	621
19	2	57	-->--	neutral	right	3	3	449
19	2	58	>><>>	incongruent	left	2	2	545
19	2	59	<<<<<	congruent	left	2	2	376
19	2	60	<<><<	incongruent	right	3	3	523
19	2	61	--<--	neutral	left	2	2	413
19	2	62	--<--	neutral	left	2	2	520
19	2	63	-->--	neutral	right	3	3	443
19	2	64	>>>>>	congruent	right	3	3	444
19	2	65	--<--	neutral	left	2	2	384
19	2	66	-->--	neutral	right	3	3	500
19	2	67	>>>>>	congruent	right	3	3	433
19	2	68	--<--	neutral	left	2	2	370
19	2	69	<<><<	incongruent	right	3	3	499
19	2	70	<<<<<	congruent	left	2	2	401
19	2	71	<<><<	incongruent	right	3	3	521
19	2	72	>>>>>	congruent	right	3	3	365
20	1	1	--<--	neutral	left	2	2	426
20	1	2	-->--	neutral	right	3	3	363
20	1	3	>><>>	incongruent	left	2	2	539
20	1	4	--<--	neutral	left	2	2	416
20	1	5	>><>>	incongruent	left	2	2	570
20	1	6	-->--	neutral	right	3	3	342
20	1	7	-->--	neutral	right	3	3	389
20	1	8	<<><<	incongruent	right	3	2	523
20	1	9	-->--	neutral	right	3	3	507
20	1	10	>>>>>	congruent	right	3	3	458
20	1	11	>>>>>	congruent	right	3	3	478
20	1	12	<<<<<	congruent	left	2	2	531
20	1	13	>><>>	incongruent	left	2	2	485
20	1	14	>><>>	incongruent	left	2	2	463
20	1	15	--<--	neutral	left	2	2	389
20	1	16	>><>>	incongruent	left	2	2	491
20	1	17	<<<<<	congruent	left	2	2	391
20	1	18	>>>>>	congruent	right	3	3	399
20	1	19	>>>>>	congruent	right	3	3	457
20	1	20	<<<<<	congruent	left	2	2	414
20	1	21	<<<<<	congruent	left	2	2	380
20	1	22	--<--	neutral	left	2	2	418
20	1	23	<<<<<	congruent	left	2	2	384
20	1	24	<<<<<	congruent	left	2	2	359
20	1	25	>>>>>	congruent	right	3	3	410
20	1	26	<<<<<	congruent	left	2	2	327
20	1	27	<<><<	incongruent	right	3	2	355
20	1	28	<<><<	incongruent	right	3	3	685
20	1	29	<<><<	incongruent	right	3	3	510
20	1	30	-->--	neutral	right	3	3	492
20	1	31	--<--	neutral	left	2	2	391
20	1	32	--<--	neutral	left	2	2	384
20	1	33	-->--	neutral	right	3	3	422
20	1	34	>>>>>	congruent	right	3	3	403
20	1	35	<<><<	incongruent	right	3	3	539
20	1	36	<<><<	incongruent	right	3	3	448
20	1	37	--<--	neutral	left	2	2	466
20	1	38	--<--	neutral	left	2	2	394
20	1	39	-->--	neutral	right	3	3	418
20	1	40	>>>>>	congruent	right	3	3	447
20	1	41	--<--	neutral	left	2	2	417
20	1	42	<<><<	incongruent	right	3	3	525
20	1	43	>>>>>	congruent	right	3	3	416
20	1	44	<<<<<	congruent	left	2	2	413
20	1	45	<<<<<	congruent	left	2	2	394
20	1	46	>>>>>	congruent	right	3	3	403
20	1	47	-->--	neutral	right	3	3	398
20	1	48	<<><<	incongruent	right	3	3	469
20	1	49	>>>>>	congruent	right	3	3	476
20	1	50	-->--	neutral	right	3	3	357
20	1	51	>><>>	incongruent	left	2	3	312
20	1	52	>><>>	incongruent	left	2	2	432
20	1	53	<<><<	incongruent	right	3	3	464
20	1	54	<<<<<	congruent	left	2	2	374
20	1	55	>><>>	incongruent	left	2	2	505
20	1	56	>><>>	incongruent	left	2	2	469
20	1	57	-->--	neutral	right	3	3	422
20	1	58	>><>>	incongruent	left	2	2	489
20	1	59	>>>>>	congruent	right	3	3	420
20	1	60	-->--	neutral	right	3	3	479
20	1	61	<<<<<	congruent	left	2	2	395
20	1	62	<<><<	incongruent	right	3	3	497
20	1	63	>><>>	incongruent	left	2	2	415
20	1	64	--<--	neutral	left	2	2	381
20	1	65	-->--	neutral	right	3	3	559
20	1	66	>>>>>	congruent	right	3	3	457
20	1	67	>><>>	incongruent	left	2	2	399
20	1	68	--<--	neutral	left	2	2	392
20	1	69	<<><<	incongruent	right	3	3	494
20	1	70	--<--	neutral	left	2	2	411
20	1	71	<<><<	incongruent	right	3	3	500
20	1	72	<<<<<	congruent	left	2	2	355
20	2	1	-->--	neutral	right	3	3	362
20	2	2	>>>>>	congruent	right	3	3	412
20	2	3	--<--	neutral	left	2	2	379
20	2	4	<<><<	incongruent	right	3	3	541
20	2	5	<<><<	incongruent	right	3	2	341
20	2	6	<<><<	incongruent	right	3	3	480
20	2	7	>>>>>	congruent	right	3	3	427
20	2	8	>>>>>	congruent	right	3	3	364
20	2	9	>>>>>	congruent	right	3	3	399
20	2	10	--<--	neutral	left	2	2	425
20	2	11	<<><<	incongruent	right	3	3	783
20	2	12	-->--	neutral	right	3	3	388
20	2	13	<<><<	incongruent	right	3	2	425
20	2	14	-->--	neutral	right	3	3	379
20	2	15	>><>>	incongruent	left	2	2	494
20	2	16	-->--	neutral	right	3	3	458
20	2	17	<<<<<	congruent	left	2	2	463
20	2	18	-->--	neutral	right	3	3	420
20	2	19	<<<<<	congruent	left	2	2	465
20	2	20	>>>>>	congruent	right	3	3	375
20	2	21	<<<<<	congruent	left	2	2	414
20	2	22	>>>>>	congruent	right	3	3	379
20	2	23	>>>>>	congruent	right	3	3	385
20	2	24	<<><<	incongruent	right	3	3	519
20	2	25	>><>>	incongruent	left	2	2	566
20	2	26	>><>>	incongruent	left	2	2	448
20	2	27	>><>>	incongruent	left	2	2	461
20	2	28	>><>>	incongruent	left	2	2	486
20	2	29	<<<<<	congruent	left	2	2	448
20	2	30	<<<<<	congruent	left	2	2	402
20	2	31	<<<<<	congruent	left	2	2	382
20	2	32	>>>>>	congruent	right	3	3	420
20	2	33	>><>>	incongruent	left	2	2	464
20	2	34	<<<<<	congruent	left	2	2	374
20	2	35	--<--	neutral	left	2	2	366
20	2	36	>>>>>	congruent	right	3	3	401
20	2	37	>><>>	incongruent	left	2	2	521
20	2	38	--<--	neutral	left	2	2	396
20	2	39	>><>>	incongruent	left	2	2	483
20	2	40	>><>>	incongruent	left	2	2	476
20	2	41	-->--	neutral	right	3	3	405
20	2	42	>><>>	incongruent	left	2	2	431
20	2	43	--<--	neutral	left	2	2	384
20	2	44	-->--	neutral	right	3	3	405
20	2	45	>>>>>	congruent	right	3	3	417
20	2	46	-->--	neutral	right	3	3	414
20	2	47	>>>>>	congruent	right	3	3	427
20	2	48	--<--	neutral	left	2	2	380
20	2	49	<<><<	incongruent	right	3	3	527
20	2	50	>><>>	incongruent	left	2	2	418
20	2	51	-->--	neutral	right	3	3	430
20	2	52	<<<<<	congruent	left	2	2	399
20	2	53	--<--	neutral	left	2	2	504
20	2	54	--<--	neutral	left	2	2	406
20	2	55	>><>>	incongruent	left	2	2	541
20	2	56	-->--	neutral	right	3	3	418
20	2	57	<<><<	incongruent	right	3	3	604
20	2	58	<<<<<	congruent	left	2	2	446
20	2	59	--<--	neutral	left	2	2	433
20	2	60	<<><<	incongruent	right	3	3	510
20	2	61	--<--	neutral	left	2	2	430
20	2	62	--<--	neutral	left	2	2	383
20	2	63	-->--	neutral	right	3	3	436
20	2	64	<<><<	incongruent	right	3	3	498
20	2	65	-->--	neutral	right	3	3	432
20	2	66	--<--	neutral	left	2	2	525
20	2	67	<<<<<	congruent	left	2	2	400
20	2	68	<<><<	incongruent	right	3	3	410
20	2	69	<<<<<	congruent	left	2	2	343
20	2	70	<<<<<	congruent	left	2	2	374
20	2	71	>>>>>	congruent	right	3	3	396
20	2	72	<<><<	incongruent	right	3	3	436
21	1	1	-->--	neutral	right	3	3	602
21	1	2	<<><<	incongruent	right	3	3	585
21	1	3	<<><<	incongruent	right	3	3	531
21	1	4	<<><<	incongruent	right	3	3	547
21	1	5	-->--	neutral	right	3	3	442
21	1	6	>><>>	incongruent	left	2	2	507
21	1	7	<<<<<	congruent	left	2	2	521
21	1	8	--<--	neutral	left	2	2	443
21	1	9	-->--	neutral	right	3	3	445
21	1	10	>><>>	incongruent	left	2	2	540
21	1	11	<<><<	incongruent	right	3	3	512
21	1	12	>><>>	incongruent	left	2	2	557
21	1	13	-->--	neutral	right	3	3	452
21	1	14	>><>>	incongruent	left	2	2	503
21	1	15	--<--	neutral	left	2	2	390
21	1	16	>><>>	incongruent	left	2	2	492
21	1	17	>><>>	incongruent	left	2	2	423
21	1	18	>>>>>	congruent	right	3	3	451
21	1	19	<<<<<	congruent	left	2	2	391
21	1	20	>>>>>	congruent	right	3	3	415
21	1	21	--<--	neutral	left	2	2	412
21	1	22	<<<<<	congruent	left	2	2	410
21	1	23	>><>>	incongruent	left	2	2	483
21	1	24	-->--	neutral	right	3	3	539
21	1	25	<<><<	incongruent	right	3	3	526
21	1	26	<<><<	incongruent	right	3	3	514
21	1	27	>><>>	incongruent	left	2	2	508
21	1	28	--<--	neutral	left	2	2	460
21	1	29	>>>>>	congruent	right	3	3	448
21	1	30	>>>>>	congruent	right	3	3	451
21	1	31	<<<<<	congruent	left	2	2	436
21	1	32	--<--	neutral	left	2	2	453
21	1	33	<<><<	incongruent	right	3	3	503
21	1	34	<<<<<	congruent	left	2	2	467
21	1	35	<<><<	incongruent	right	3	3	490
21	1	36	>><>>	incongruent	left	2	2	514
21	1	37	<<><<	incongruent	right	3	3	512
21	1	38	>>>>>	congruent	right	3	3	526
21	1	39	--<--	neutral	left	2	2	417
21	1	40	>><>>	incongruent	left	2	2	540
21	1	41	>>>>>	congruent	right	3	3	432
21	1	42	<<<<<	congruent	left	2	2	370
21	1	43	>>>>>	congruent	right	3	3	374
21	1	44	--<--	neutral	left	2	2	364
21	1	45	>><>>	incongruent	left	2	2	478
21	1	46	<<<<<	congruent	left	2	2	422
21	1	47	--<--	neutral	left	2	2	372
21	1	48	-->--	neutral	right	3	3	410
21	1	49	<<><<	incongruent	right	3	3	468
21	1	50	>>>>>	congruent	right	3	3	443
21	1	51	-->--	neutral	right	3	3	351
21	1	52	<<><<	incongruent	right	3	3	415
21	1	53	<<><<	incongruent	right	3	3	491
21	1	54	--<--	neutral	left	2	2	406
21	1	55	--<--	neutral	left	2	2	385
21	1	56	-->--	neutral	right	3	3	378
21	1	57	<<<<<	congruent	left	2	2	432
21	1	58	<<<<<	congruent	left	2	2	431
21	1	59	-->--	neutral	right	3	3	400
21	1	60	<<<<<	congruent	left	2	2	348
21	1	61	>>>>>	congruent	right	3	3	397
21	1	62	>>>>>	congruent	right	3	3	405
21	1	63	<<<<<	congruent	left	2	2	447
21	1	64	--<--	neutral	left	2	2	371
21	1	65	>>>>>	congruent	right	3	3	406
21	1	66	<<<<<	congruent	left	2	2	386
21	1	67	--<--	neutral	left	2	2	363
21	1	68	-->--	neutral	right	3	3	398
21	1	69	-->--	neutral	right	3	3	422
21	1	70	>><>>	incongruent	left	2	2	498
21	1	71	>>>>>	congruent	right	3	3	399
21	1	72	-->--	neutral	right	3	3	442
21	2	1	<<><<	incongruent	right	3	3	526
21	2	2	--<--	neutral	left	2	2	464
21	2	3	<<><<	incongruent	right	3	3	421
21	2	4	>>>>>	congruent	right	3	3	404
21	2	5	>>>>>	congruent	right	3	3	445
21	2	6	<<><<	incongruent	right	3	3	510
21	2	7	>>>>>	congruent	right	3	3	430
21	2	8	>><>>	incongruent	left	2	2	570
21	2	9	>><>>	incongruent	left	2	2	484
21	2	10	<<><<	incongruent	right	3	3	461
21	2	11	>><>>	incongruent	left	2	2	575
21	2	12	>>>>>	congruent	right	3	3	444
21	2	13	-->--	neutral	right	3	3	430
21	2	14	--<--	neutral	left	2	2	429
21	2	15	>><>>	incongruent	left	2	2	430
21	2	16	-->--	neutral	right	3	3	555
21	2	17	>><>>	incongruent	left	2	2	388
21	2	18	-->--	neutral	right	3	3	427
21	2	19	<<><<	incongruent	right	3	3	536
21	2	20	>>>>>	congruent	right	3	3	398
21	2	21	>><>>	incongruent	left	2	2	422
21	2	22	>><>>	incongruent	left	2	2	482
21	2	23	-->--	neutral	right	3	3	616
21	2	24	-->--	neutral	right	3	3	429
21	2	25	--<--	neutral	left	2	2	367
21	2	26	-->--	neutral	right	3	3	437
21	2	27	<<><<	incongruent	right	3	3	495
21	2	28	--<--	neutral	left	2	2	397
21	2	29	<<<<<	congruent	left	2	2	421
21	2	30	>><>>	incongruent	left	2	2	513
21	2	31	<<<<<	congruent	left	2	2	448
21	2	32	>><>>	incongruent	left	2	2	497
21	2	33	<<><<	incongruent	right	3	3	617
21	2	34	>>>>>	congruent	right	3	3	477
21	2	35	>>>>>	congruent	right	3	3	453
21	2	36	<<<<<	congruent	left	2	2	426
21	2	37	<<<<<	congruent	left	2	2	457
21	2	38	>><>>	incongruent	left	2	2	492
21	2	39	--<--	neutral	left	2	2	379
21	2	40	>>>>>	congruent	right	3	3	400
21	2	41	--<--	neutral	left	2	2	380
21	2	42	<<><<	incongruent	right	3	3	449
21	2	43	<<<<<	congruent	left	2	2	435
21	2	44	-->--	neutral	right	3	3	419
21	2	45	<<<<<	congruent	left	2	2	402
21	2	46	<<><<	incongruent	right	3	3	474
21	2	47	-->--	neutral	right	3	3	434
21	2	48	>>>>>	congruent	right	3	3	418
21	2	49	<<<<<	congruent	left	2	2	416
21	2	50	-->--	neutral	right	3	3	398
21	2	51	>><>>	incongruent	left	2	2	546
21	2	52	--<--	neutral	left	2	2	379
21	2	53	<<<<<	congruent	left	2	2	433
21	2	54	>>>>>	congruent	right	3	3	448
21	2	55	<<<<<	congruent	left	2	2	420
21	2	56	-->--	neutral	right	3	3	510
21	2	57	--<--	neutral	left	2	2	383
21	2	58	<<<<<	congruent	left	2	2	389
21	2	59	-->--	neutral	right	3	3	429
21	2	60	<<><<	incongruent	right	3	3	586
21	2	61	-->--	neutral	right	3	3	454
21	2	62	<<><<	incongruent	right	3	3	536
21	2	63	--<--	neutral	left	2	2	492
21	2	64	--<--	neutral	left	2	2	454
21	2	65	>>>>>	congruent	right	3	3	427
21	2	66	--<--	neutral	left	2	2	427
21	2	67	<<<<<	congruent	left	2	2	458
21	2	68	>><>>	incongruent	left	2	2	525
21	2	69	--<--	neutral	left	2	2	556
21	2	70	<<<<<	congruent	left	2	2	404
21	2	71	<<><<	incongruent	right	3	3	431
21	2	72	>>>>>	congruent	right	3	3	446
22	1	1	--<--	neutral	left	2	2	963
22	1	2	-->--	neutral	right	3	3	617
22	1	3	--<--	neutral	left	2	2	524
22	1	4	>><>>	incongruent	left	2	2	868
22	1	5	--<--	neutral	left	2	2	428
22	1	6	>>>>>	congruent	right	3	3	490
22	1	7	-->--	neutral	right	3	3	390
22	1	8	>><>>	incongruent	left	2	2	570
22	1	9	>>>>>	congruent	right	3	3	484
22	1	10	>>>>>	congruent	right	3	3	399
22	1	11	<<<<<	congruent	left	2	2	454
22	1	12	<<<<<	congruent	left	2	2	443
22	1	13	<<<<<	congruent	left	2	2	492
22	1	14	>><>>	incongruent	left	2	2	595
22	1	15	--<--	neutral	left	2	2	481
22	1	16	--<--	neutral	left	2	2	444
22	1	17	>>>>>	congruent	right	3	3	507
22	1	18	>>>>>	congruent	right	3	3	458
22	1	19	<<<<<	congruent	left	2	2	432
22	1	20	<<<<<	congruent	left	2	2	479
22	1	21	--<--	neutral	left	2	2	454
22	1	22	>>>>>	congruent	right	3	3	505
22	1	23	-->--	neutral	right	3	3	454
22	1	24	>><>>	incongruent	left	2	2	630
22	1	25	<<<<<	congruent	left	2	2	601
22	1	26	>><>>	incongruent	left	2	2	678
22	1	27	>><>>	incongruent	left	2	2	672
22	1	28	<<><<	incongruent	right	3	3	619
22	1	29	>><>>	incongruent	left	2	2	496
22	1	30	--<--	neutral	left	2	2	444
22	1	31	-->--	neutral	right	3	3	446
22	1	32	<<<<<	congruent	left	2	2	402
22	1	33	>>>>>	congruent	right	3	3	460
22	1	34	<<><<	incongruent	right	3	3	635
22	1	35	-->--	neutral	right	3	3	482
22	1	36	<<><<	incongruent	right	3	3	475
22	1	37	>><>>	incongruent	left	2	2	560
22	1	38	<<><<	incongruent	right	3	3	583
22	1	39	>>>>>	congruent	right	3	3	592
22	1	40	<<><<	incongruent	right	3	3	463
22	1	41	<<<<<	congruent	left	2	2	452
22	1	42	-->--	neutral	right	3	3	394
22	1	43	<<<<<	congruent	left	2	2	418
22	1	44	>>>>>	congruent	right	3	3	416
22	1	45	<<><<	incongruent	right	3	2	507
22	1	46	>>>>>	congruent	right	3	3	473
22	1	47	<<><<	incongruent	right	3	3	667
22	1	48	>><>>	incongruent	left	2	2	458
22	1	49	-->--	neutral	right	3	3	416
22	1	50	--<--	neutral	left	2	2	491
22	1	51	--<--	neutral	left	2	2	469
22	1	52	--<--	neutral	left	2	2	414
22	1	53	<<<<<	congruent	left	2	2	442
22	1	54	>><>>	incongruent	left	2	2	444
22	1	55	-->--	neutral	right	3	2	400
22	1	56	<<<<<	congruent	left	2	2	614
22	1	57	>><>>	incongruent	left	2	2	739
22	1	58	<<><<	incongruent	right	3	3	683
22	1	59	<<><<	incongruent	right	3	3	632
22	1	60	<<><<	incongruent	right	3	3	557
22	1	61	--<--	neutral	left	2	2	531
22	1	62	>><>>	incongruent	left	2	2	734
22	1	63	>>>>>	congruent	right	3	3	521
22	1	64	>>>>>	congruent	right	3	3	568
22	1	65	<<><<	incongruent	right	3	3	700
22	1	66	<<<<<	congruent	left	2	2	495
22	1	67	-->--	neutral	right	3	3	554
22	1	68	--<--	neutral	left	2	2	465
22	1	69	-->--	neutral	right	3	3	750
22	1	70	<<><<	incongruent	right	3	3	899
22	1	71	-->--	neutral	right	3	3	604
22	1	72	-->--	neutral	right	3	3	524
22	2	1	<<><<	incongruent	right	3	3	654
22	2	2	-->--	neutral	right	3	3	552
22	2	3	-->--	neutral	right	3	3	541
22	2	4	<<><<	incongruent	right	3	3	716
22	2	5	--<--	neutral	left	2	2	561
22	2	6	<<<<<	congruent	left	2	2	537
22	2	7	--<--	neutral	left	2	2	492
22	2	8	--<--	neutral	left	2	2	426
22	2	9	<<<<<	congruent	left	2	2	485
22	2	10	--<--	neutral	left	2	2	588
22	2	11	--<--	neutral	left	2	2	412
22	2	12	>><>>	incongruent	left	2	2	956
22	2	13	-->--	neutral	right	3	3	531
22	2	14	--<--	neutral	left	2	0	0
22	2	15	<<><<	incongruent	right	3	3	667
22	2	16	<<><<	incongruent	right	3	3	708
22	2	17	>>>>>	congruent	right	3	3	475
22	2	18	>>>>>	congruent	right	3	3	435
22	2	19	<<><<	incongruent	right	3	3	638
22	2	20	--<--	neutral	left	2	2	547
22	2	21	-->--	neutral	right	3	3	473
22	2	22	>><>>	incongruent	left	2	3	824
22	2	23	<<<<<	congruent	left	2	2	422
22	2	24	<<><<	incongruent	right	3	3	825
22	2	25	>>>>>	congruent	right	3	3	517
22	2	26	>>>>>	congruent	right	3	3	546
22	2	27	>><>>	incongruent	left	2	2	707
22	2	28	>><>>	incongruent	left	2	2	598
22	2	29	>><>>	incongruent	left	2	2	672
22	2	30	--<--	neutral	left	2	2	588
22	2	31	>><>>	incongruent	left	2	2	569
22	2	32	<<><<	incongruent	right	3	3	639
22	2	33	>><>>	incongruent	left	2	2	519
22	2	34	<<><<	incongruent	right	3	3	613
22	2	35	--<--	neutral	left	2	2	400
22	2	36	--<--	neutral	left	2	2	468
22	2	37	>>>>>	congruent	right	3	3	537
22	2	38	<<<<<	congruent	left	2	2	540
22	2	39	<<<<<	congruent	left	2	2	464
22	2	40	>><>>	incongruent	left	2	3	484
22	2	41	-->--	neutral	right	3	3	555
22	2	42	<<><<	incongruent	right	3	3	654
22	2	43	-->--	neutral	right	3	3	459
22	2	44	>><>>	incongruent	left	2	2	541
22	2	45	>><>>	incongruent	left	2	2	497
22	2	46	-->--	neutral	right	3	3	461
22	2	47	-->--	neutral	right	3	3	481
22	2	48	>><>>	incongruent	left	2	2	662
22	2	49	>><>>	incongruent	left	2	2	529
22	2	50	>>>>>	congruent	right	3	3	544
22	2	51	<<><<	incongruent	right	3	3	547
22	2	52	>>>>>	congruent	right	3	3	521
22	2	53	<<<<<	congruent	left	2	2	599
22	2	54	<<<<<	congruent	left	2	2	645
22	2	55	<<><<	incongruent	right	3	3	884
22	2	56	<<<<<	congruent	left	2	2	508
22	2	57	<<<<<	congruent	left	2	2	553
22	2	58	<<><<	incongruent	right	3	3	590
22	2	59	-->--	neutral	right	3	3	445
22	2	60	--<--	neutral	left	2	2	587
22	2	61	-->--	neutral	right	3	3	459
22	2	62	>>>>>	congruent	right	3	3	572
22	2	63	-->--	neutral	right	3	3	472
22	2	64	<<<<<	congruent	left	2	2	620
22	2	65	-->--	neutral	right	3	3	605
22	2	66	<<<<<	congruent	left	2	2	650
22	2	67	>>>>>	congruent	right	3	3	499
22	2	68	>>>>>	congruent	right	3	3	635
22	2	69	>>>>>	congruent	right	3	3	482
22	2	70	<<<<<	congruent	left	2	2	507
22	2	71	--<--	neutral	left	2	2	426
22	2	72	>>>>>	congruent	right	3	3	442
23	1	1	>>>>>	congruent	right	3	3	415
23	1	2	<<<<<	congruent	left	2	2	366
23	1	3	-->--	neutral	right	3	3	417
23	1	4	>>>>>	congruent	right	3	3	415
23	1	5	-->--	neutral	right	3	3	396
23	1	6	--<--	neutral	left	2	2	389
23	1	7	>><>>	incongruent	left	2	3	382
23	1	8	-->--	neutral	right	3	3	420
23	1	9	>><>>	incongruent	left	2	2	635
23	1	10	-->--	neutral	right	3	3	341
23	1	11	>>>>>	congruent	right	3	3	404
23	1	12	--<--	neutral	left	2	2	430
23	1	13	-->--	neutral	right	3	3	398
23	1	14	>><>>	incongruent	left	2	2	657
23	1	15	-->--	neutral	right	3	3	415
23	1	16	<<><<	incongruent	right	3	3	458
23	1	17	>>>>>	congruent	right	3	3	385
23	1	18	>>>>>	congruent	right	3	3	407
23	1	19	<<><<	incongruent	right	3	2	387
23	1	20	>>>>>	congruent	right	3	3	473
23	1	21	<<<<<	congruent	left	2	2	386
23	1	22	>><>>	incongruent	left	2	3	426
23	1	23	>><>>	incongruent	left	2	2	550
23	1	24	<<><<	incongruent	right	3	3	602
23	1	25	>><>>	incongruent	left	2	2	538
23	1	26	>>>>>	congruent	right	3	3	385
23	1	27	<<<<<	congruent	left	2	2	375
23	1	28	<<<<<	congruent	left	2	2	443
23	1	29	<<><<	incongruent	right	3	3	461
23	1	30	-->--	neutral	right	3	3	419
23	1	31	-->--	neutral	right	3	3	432
23	1	32	-->--	neutral	right	3	3	400
23	1	33	>>>>>	congruent	right	3	3	380
23	1	34	>>>>>	congruent	right	3	3	355
23	1	35	<<><<	incongruent	right	3	2	434
23	1	36	>><>>	incongruent	left	2	2	590
23	1	37	<<><<	incongruent	right	3	3	430
23	1	38	--<--	neutral	left	2	2	461
23	1	39	--<--	neutral	left	2	2	450
23	1	40	--<--	neutral	left	2	2	406
23	1	41	>><>>	incongruent	left	2	3	463
