eval_corrans,eval_pic,flanker_type,trials.thisN,flanker_resp.keys,flanker_resp.corr,flanker_resp.rt,eval_resp.keys,eval_resp.corr,eval_resp.rt,flanker_stimulus,participant,years,date,sex,block,pic_valence,flanker_acc
g,pictures/4628.jpg,congr,276,num_3,1,0.600018816884,g,1,0.616568496102,XXXXX,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/7450.jpg,congr,277,num_1,1,0.6335295795,g,1,1.18347911618,RRRRR,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/1731.jpg,congr,278,None,0,,g,1,1.48344946548,PPPPP,18,21,2017_03_22_1206,m,3,positive,Error
g,pictures/4530.jpg,noncongr,279,num_1,1,0.633486813982,g,1,1.4667908767,VVPVV,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/5660.jpg,noncongr,280,num_2,1,0.716878688545,g,1,0.833477975684,RRMRR,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/4610.jpg,congr,281,num_3,1,0.600139130489,g,1,0.616796293645,XXXXX,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/8461.jpg,congr,282,num_1,0,0.600175623666,g,1,0.766851888737,XXXXX,18,21,2017_03_22_1206,m,3,positive,Error
b,pictures/6831.jpg,noncongr,283,num_2,1,0.666842195205,b,1,0.733470277977,RRMRR,18,21,2017_03_22_1206,m,3,negative,Correct
g,pictures/5260.jpg,noncongr,284,num_1,1,0.566786315059,g,1,0.633495937334,XXRXX,18,21,2017_03_22_1206,m,3,positive,Correct
b,pictures/6555.jpg,congr,285,num_1,1,0.566702779732,b,1,0.800138275139,PPPPP,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/9301.jpg,congr,286,num_3,1,0.683546970831,b,1,0.83344205271,XXXXX,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/9000.jpg,noncongr,287,num_1,0,0.583509052056,b,1,0.700116322143,PPXPP,18,21,2017_03_22_1206,m,3,negative,Error
b,pictures/9941.jpg,congr,288,num_3,1,0.78344461869,b,1,0.533473984338,WWWWW,18,21,2017_03_22_1206,m,3,negative,Correct
g,pictures/8130.jpg,congr,289,num_3,1,0.650152530288,b,0,1.06678602996,WWWWW,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/4007.jpg,noncongr,290,num_3,0,0.76668880973,g,1,1.13345659303,VVPVV,18,21,2017_03_22_1206,m,3,positive,Error
b,pictures/1220.jpg,congr,291,num_2,1,0.650168210967,b,1,0.916794582969,MMMMM,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/9320.jpg,congr,292,None,0,,b,1,0.866811974323,XXXXX,18,21,2017_03_22_1206,m,3,negative,Error
b,pictures/2278.jpg,congr,293,num_3,1,0.533501069061,b,1,1.10012344969,XXXXX,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/2276.jpg,congr,294,num_3,0,0.800134568708,b,1,1.10011575196,PPPPP,18,21,2017_03_22_1206,m,3,negative,Error
b,pictures/2345.1.jpg,congr,295,num_1,1,0.716832786915,b,1,0.666808553156,RRRRR,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/9031.jpg,congr,296,num_3,1,0.533508196706,b,1,0.750136279385,WWWWW,18,21,2017_03_22_1206,m,3,negative,Correct
b,pictures/3300.jpg,noncongr,297,num_3,0,0.616827655002,b,1,0.916797719197,WWRWW,18,21,2017_03_22_1206,m,3,negative,Error
g,pictures/8031.jpg,noncongr,298,num_2,1,0.700149394106,g,1,1.06679059158,XXVXX,18,21,2017_03_22_1206,m,3,positive,Correct
g,pictures/5814.jpg,congr,299,num_1,1,0.500034497469,g,1,0.950146257994,RRRRR,18,21,2017_03_22_1206,m,3,positive,Correct
b,pictures/9428.jpg,congr,300,None,0,,b,1,0.699996008538,VVVVV,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/8117.jpg,congr,301,num_2,1,0.500202993513,g,1,0.666804846842,MMMMM,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/1220.jpg,noncongr,302,num_3,1,0.63350249466,b,1,0.566823378555,MMXMM,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9435.jpg,congr,303,num_3,1,0.516703350004,b,1,0.533455452533,XXXXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9046.jpg,congr,304,num_2,1,0.533492516028,b,1,0.65014198143,VVVVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/2352.jpg,noncongr,305,num_2,1,0.50004076981,b,0,0.350168496137,XXVXX,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/8350.jpg,noncongr,306,num_2,1,0.550170491799,g,1,0.450189308613,WWMWW,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/2345.jpg,congr,307,num_3,0,0.683488809736,g,1,0.683485103422,RRRRR,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/4609.jpg,congr,308,num_2,0,0.616823378485,g,1,0.716826799675,WWWWW,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/5460.jpg,congr,309,num_3,1,0.550159942941,b,0,0.900150819682,XXXXX,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9621.jpg,noncongr,310,num_1,1,0.716819672147,g,0,3.70003991446,VVPVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/1590.jpg,noncongr,311,num_2,1,0.583509622258,g,1,0.700165074901,XXMXX,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9331.jpg,noncongr,312,num_1,1,0.566820812528,b,1,0.866788310697,VVPVV,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9341.jpg,noncongr,313,num_3,1,0.583495652187,b,1,0.66680427664,RRXRR,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9042.jpg,noncongr,314,num_3,1,0.616829365608,b,1,1.05013114749,MMWMM,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/1590.jpg,congr,315,num_1,1,0.666823948617,b,0,0.750155666494,PPPPP,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9332.jpg,congr,316,num_3,1,0.616808268009,b,1,0.78349565214,XXXXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/4621.jpg,noncongr,317,num_1,1,0.700147113297,b,1,0.683806985035,WWPWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/1111.jpg,congr,318,num_3,0,0.550027940189,b,1,0.883469422697,RRRRR,18,21,2017_03_22_1206,m,4,negative,Error
b,pictures/9599.jpg,noncongr,319,None,0,,b,1,1.01681054872,XXRXX,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/5890.jpg,noncongr,320,num_2,1,0.616798004368,g,1,1.06678745546,XXMXX,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9145.jpg,noncongr,321,num_1,1,0.650166785461,b,1,1.15011233068,MMRMM,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9373.jpg,noncongr,322,num_2,1,0.566825659364,b,1,0.683494511759,PPVPP,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/7352.jpg,congr,323,num_3,1,0.56684504624,g,1,0.733479116228,WWWWW,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/9156.jpg,noncongr,324,num_2,1,0.500177049194,b,0,2.36674012837,PPMPP,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/8350.jpg,congr,325,num_2,1,0.68352444761,g,1,0.716766927973,MMMMM,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9322.jpg,noncongr,326,num_2,1,0.600155951572,b,1,0.700156521751,WWVWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9220.jpg,noncongr,327,num_3,1,0.633471703506,b,1,1.7167900214,MMXMM,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/5660.jpg,congr,328,num_2,1,0.566819957225,g,1,0.81683250179,VVVVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9901.jpg,congr,329,num_1,1,0.500026229536,b,1,0.616824233788,RRRRR,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/4533.jpg,noncongr,330,num_2,1,0.600165930111,g,1,0.700157377054,RRMRR,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9253.jpg,noncongr,331,num_2,1,0.500040484709,b,1,0.68348880962,XXVXX,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/8041.jpg,congr,332,num_1,1,0.583494796767,g,1,0.766802850994,RRRRR,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9041.jpg,noncongr,333,num_3,1,0.566813399899,b,1,0.783482252387,VVXVV,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9561.jpg,congr,334,num_3,1,0.583511332865,b,1,0.816801425535,WWWWW,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/8116.jpg,noncongr,335,num_1,1,0.60017419816,g,1,1.21681539551,VVPVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9395.jpg,congr,336,num_2,1,0.783495652257,b,1,0.666781183099,VVVVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/4090.jpg,congr,337,num_2,1,0.516843620804,g,1,0.833464860916,VVVVV,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/4641.jpg,congr,338,None,0,,g,1,3.40005873132,XXXXX,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/7291.jpg,noncongr,339,num_1,1,0.616842480376,b,0,3.10004248039,XXPXX,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/5301.jpg,noncongr,340,num_2,1,0.666817391291,g,1,0.783475409844,PPMPP,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/4598.jpg,congr,341,num_1,1,0.500062152511,g,1,0.883494796813,RRRRR,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/5994.jpg,congr,342,None,0,,g,1,0.866778332158,RRRRR,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/4503.jpg,congr,343,num_1,1,0.633482252364,g,1,0.750165359932,PPPPP,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/2303.jpg,noncongr,344,num_2,1,0.583485958632,g,1,0.550101496861,WWMWW,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/2055.1.jpg,noncongr,345,num_1,1,0.516862152494,g,0,0.666815395583,VVPVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/7481.jpg,congr,346,num_2,1,0.550157947233,g,1,1.03347141843,VVVVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9930.jpg,congr,347,num_1,1,0.600161653594,g,0,0.800121739041,PPPPP,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9417.jpg,noncongr,348,num_2,1,0.600197576685,b,1,3.26675694936,RRMRR,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/8031.jpg,congr,349,num_3,1,0.666816821089,g,1,0.700151104829,XXXXX,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9429.jpg,congr,350,num_3,1,0.566831646487,b,1,0.850153670763,WWWWW,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/5215.jpg,noncongr,351,num_1,1,0.81682651455,g,1,0.850132287946,VVRVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9330.jpg,noncongr,352,num_3,1,0.516705060494,b,1,0.633357947227,VVXVV,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/2053.jpg,congr,353,num_3,1,0.583495367086,g,0,0.916803991538,WWWWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/2055.1.jpg,congr,354,num_1,1,0.633468567394,b,1,1.0835190306,RRRRR,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9611.jpg,noncongr,355,num_3,1,0.5501496793,b,1,0.71680171066,VVWVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/2605.jpg,noncongr,356,num_1,1,0.550169921597,g,1,1.15012059873,WWPWW,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9295.jpg,congr,357,num_3,1,0.566827940056,b,1,0.566827940056,XXXXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9253.jpg,congr,358,num_2,1,0.550141981454,b,1,0.583524732734,MMMMM,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/8620.jpg,congr,359,num_3,0,0.533487669309,g,1,0.716823948664,RRRRR,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/4628.jpg,noncongr,360,num_2,1,0.583497647895,g,1,0.600121453987,PPMPP,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9621.jpg,congr,361,num_3,1,0.58350163931,g,0,1.21680456167,WWWWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/2455.jpg,congr,362,num_2,1,0.516941126203,b,1,1.10008382029,MMMMM,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9102.jpg,congr,363,num_1,1,0.75015623658,b,1,1.03345459723,RRRRR,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/3181.jpg,congr,364,num_2,1,0.600153385662,b,1,0.833461154602,MMMMM,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/4609.jpg,noncongr,365,num_3,1,0.733489379869,g,1,0.600161083392,MMWMM,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/8230.jpg,noncongr,366,num_3,0,0.583499928704,b,1,0.716795438319,WWRWW,18,21,2017_03_22_1206,m,4,negative,Error
b,pictures/6311.jpg,congr,367,None,0,,b,1,0.783532430534,RRRRR,18,21,2017_03_22_1206,m,4,negative,Error
b,pictures/6311.jpg,noncongr,368,num_2,1,0.566841054941,b,1,0.950149394106,WWMWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/1275.jpg,noncongr,369,num_3,1,0.566840769839,b,1,0.783450890915,VVWVV,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9925.jpg,congr,370,num_1,1,0.533489950118,b,1,0.71680684248,PPPPP,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9941.jpg,noncongr,371,num_3,1,0.700031076325,b,1,0.583524162532,PPXPP,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/7570.jpg,noncongr,372,num_3,1,0.700169066316,g,1,0.766829935834,PPXPP,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9930.jpg,noncongr,373,num_3,1,0.533485103282,b,1,1.10019615118,RRXRR,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/4533.jpg,congr,374,num_3,1,0.550142551656,g,1,0.683500498882,WWWWW,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/2590.jpg,noncongr,375,num_3,1,0.600172487553,b,1,1.11678488948,RRWRR,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/3300.jpg,congr,376,None,0,,b,1,1.38345516752,VVVVV,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/7220.jpg,noncongr,377,num_1,1,0.63349650742,g,1,0.750126870931,VVRVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9342.jpg,congr,378,num_3,1,0.633475124836,b,1,0.833459444111,XXXXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/2900.jpg,congr,379,num_2,1,0.583489950048,b,1,0.633473414113,VVVVV,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/7260.jpg,congr,380,num_1,1,0.500052173855,g,1,0.600155951572,RRRRR,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/4530.jpg,congr,381,num_3,1,0.550211261609,g,1,0.983490520273,XXXXX,18,21,2017_03_22_1206,m,4,positive,Correct
g,pictures/7499.jpg,noncongr,382,num_3,0,0.66683421249,g,1,1.21679857455,MMRMM,18,21,2017_03_22_1206,m,4,positive,Error
b,pictures/9435.jpg,noncongr,383,num_2,1,0.533477690653,b,1,0.716835352825,PPVPP,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9341.jpg,congr,384,num_3,1,0.583497362793,b,1,0.700143406983,WWWWW,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9000.jpg,congr,385,num_1,1,0.550177334342,b,1,0.716834212421,PPPPP,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/2751.jpg,congr,386,num_3,1,0.600190734142,b,1,0.900096935104,XXXXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9302.jpg,noncongr,387,num_1,1,0.516836493276,b,1,0.71681282972,MMPMM,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/5215.jpg,congr,388,num_3,1,0.500031931559,b,0,0.650144547457,WWWWW,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/6241.jpg,congr,389,num_2,1,0.650161653524,b,1,0.88341582322,MMMMM,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/9395.jpg,noncongr,390,num_2,1,0.56682993588,b,1,0.7501402708,XXMXX,18,21,2017_03_22_1206,m,4,negative,Correct
b,pictures/6571.jpg,congr,391,num_3,0,0.583500213805,b,1,0.800137704937,RRRRR,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/4614.jpg,noncongr,392,num_2,1,0.500025659217,g,1,0.61680085538,XXVXX,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9301.jpg,noncongr,393,num_3,0,0.533503920189,b,1,0.800144547364,WWMWW,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/7470.jpg,congr,394,None,0,,g,1,1.33316122601,RRRRR,18,21,2017_03_22_1206,m,4,positive,Error
g,pictures/7515.jpg,congr,395,num_2,1,0.650148253771,g,1,0.700144832488,VVVVV,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9912.jpg,noncongr,396,num_2,0,0.500053599477,b,1,1.15012487525,MMRMM,18,21,2017_03_22_1206,m,4,negative,Error
g,pictures/1595.jpg,noncongr,397,num_2,1,0.60031190305,g,1,0.783511332818,PPMPP,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/6562.jpg,noncongr,398,num_1,1,0.500051603653,b,1,0.800144832581,XXRXX,18,21,2017_03_22_1206,m,4,negative,Correct
g,pictures/8040.jpg,congr,399,num_1,1,0.766871560947,g,1,0.783467426896,PPPPP,18,21,2017_03_22_1206,m,4,positive,Correct
b,pictures/9922.jpg,congr,400,num_1,1,0.800153100514,b,1,0.683340555988,RRRRR,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/7400.jpg,noncongr,401,num_1,1,0.550051033497,b,0,0.733488239464,MMPMM,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/4525.jpg,congr,402,num_2,1,0.60014454741,g,1,1.10011432646,MMMMM,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/7477.jpg,noncongr,403,num_2,1,0.616821382777,g,1,0.683442337904,RRMRR,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/7488.jpg,congr,404,num_1,1,0.500038203783,g,1,0.883564076968,PPPPP,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/1731.jpg,noncongr,405,num_3,1,0.766816536081,g,1,1.40008610126,MMXMM,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/2700.jpg,congr,406,num_1,1,0.500073556672,g,0,0.633483962854,RRRRR,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/4225.jpg,noncongr,407,None,0,,g,1,0.750142266508,XXRXX,18,21,2017_03_22_1206,m,5,positive,Error
b,pictures/9610.jpg,noncongr,408,num_2,1,0.533464575885,b,1,0.800133143202,XXMXX,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/7289.jpg,noncongr,409,num_1,1,0.566844476154,b,0,0.750151104759,MMPMM,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9340.jpg,noncongr,410,num_3,1,0.533494226751,b,1,0.650151104783,PPXPP,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/8531.jpg,noncongr,411,num_2,1,0.616818816867,g,1,0.800184746971,RRMRR,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/2120.jpg,noncongr,412,num_2,1,0.566824233741,b,1,0.650485245977,PPMPP,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/2751.jpg,noncongr,413,num_1,1,0.583505060524,b,1,0.783449465409,MMRMM,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/6242.jpg,congr,414,num_3,1,0.666832786868,b,1,0.683474554447,WWWWW,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9560.jpg,congr,415,num_2,1,0.616813399829,b,1,0.766808838234,VVVVV,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9181.jpg,congr,416,num_1,1,0.583465146134,b,1,0.766809408437,PPPPP,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/1463.jpg,congr,417,num_2,1,0.683492801152,g,1,0.983471418382,VVVVV,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/2278.jpg,noncongr,418,num_2,1,0.583481967216,b,1,0.750141696422,PPMPP,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/7492.jpg,noncongr,419,num_2,1,0.600235210266,b,0,0.650143121835,WWVWW,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/6213.jpg,noncongr,420,None,0,,b,1,1.21677405562,VVPVV,18,21,2017_03_22_1206,m,5,negative,Error
b,pictures/9409.jpg,noncongr,421,num_1,1,0.50002965075,b,1,0.666833927273,WWPWW,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/4599.jpg,noncongr,422,num_2,1,0.516817391268,g,1,0.666827084846,WWMWW,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9500.jpg,noncongr,423,num_3,1,0.633478260948,b,1,1.9504242338,PPWPP,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/7240.jpg,congr,424,num_1,0,0.600163649302,g,1,0.900142266531,XXXXX,18,21,2017_03_22_1206,m,5,positive,Error
g,pictures/5450.jpg,congr,425,num_2,1,0.533479686361,b,0,1.23350591585,MMMMM,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/2490.jpg,noncongr,426,num_1,1,0.816831361386,b,1,2.26675866009,MMRMM,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/8120.jpg,congr,427,num_3,1,0.500182181015,g,1,0.700149394223,WWWWW,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/6838.jpg,noncongr,428,num_1,1,0.600144262309,b,1,0.933469707728,MMRMM,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9008.jpg,congr,429,num_1,1,0.55016564508,b,1,0.750160227995,RRRRR,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/4623.jpg,noncongr,430,num_1,0,0.633500498952,g,1,0.683853171766,RRVRR,18,21,2017_03_22_1206,m,5,positive,Error
g,pictures/7505.jpg,congr,431,num_1,1,0.550171917304,g,1,1.01678146829,PPPPP,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9900.jpg,noncongr,432,num_3,1,0.583499358501,b,1,0.766998717096,RRWRR,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/2715.jpg,congr,433,num_3,1,0.733497077716,b,1,1.45007298642,XXXXX,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/8503.jpg,noncongr,434,num_2,1,0.683496792568,b,0,0.933519600891,WWMWW,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9901.jpg,noncongr,435,num_3,1,0.600161653594,b,1,0.683483962901,VVWVV,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/4255.jpg,congr,436,None,0,,g,1,0.916850463254,XXXXX,18,21,2017_03_22_1206,m,5,positive,Error
g,pictures/4601.jpg,noncongr,437,num_2,1,0.516840484692,g,1,0.633492516004,XXMXX,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/1659.jpg,congr,438,num_2,1,0.583513898775,b,0,1.0668145403,VVVVV,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/4625.jpg,noncongr,439,None,0,,g,1,4.15000969346,PPVPP,18,21,2017_03_22_1206,m,5,positive,Error
b,pictures/9530.jpg,noncongr,440,num_3,1,0.66686813964,b,1,0.86682480399,RRXRR,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9290.jpg,noncongr,441,num_2,1,0.633495652233,b,1,2.20008866722,RRVRR,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/2344.jpg,noncongr,442,None,0,,g,1,1.55010007124,XXPXX,18,21,2017_03_22_1206,m,5,positive,Error
g,pictures/4225.jpg,congr,443,num_1,1,0.700205559609,g,1,0.766782893799,RRRRR,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/5814.jpg,noncongr,444,num_1,0,0.516884675599,g,1,0.700137134758,RRVRR,18,21,2017_03_22_1206,m,5,positive,Error
g,pictures/4180.jpg,congr,445,num_1,0,0.566840484622,g,1,0.600117462571,MMMMM,18,21,2017_03_22_1206,m,5,positive,Error
b,pictures/2375.1.jpg,congr,446,num_2,1,0.566837063525,b,1,0.666792017058,VVVVV,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/2398.jpg,congr,447,num_1,1,0.616835923051,b,0,0.583484248142,RRRRR,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/4220.jpg,congr,448,num_2,1,0.61680256587,g,1,0.600137704867,MMMMM,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/4320.jpg,congr,449,num_3,0,0.533491090522,g,1,0.850080399192,RRRRR,18,21,2017_03_22_1206,m,5,positive,Error
b,pictures/9611.jpg,congr,450,num_1,1,0.550110049895,b,1,0.683495081961,PPPPP,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9491.jpg,congr,451,num_1,1,0.600172202452,b,1,0.633460584446,PPPPP,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9331.jpg,congr,452,num_3,1,0.583515039296,b,1,0.733482252341,WWWWW,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9419.jpg,congr,453,num_2,1,0.750153100584,b,1,0.7504547399,VVVVV,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/2750.jpg,noncongr,454,num_1,1,0.650170206674,b,1,0.633489094791,WWPWW,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/7350.jpg,noncongr,455,num_2,1,0.56682480406,g,1,0.700139700552,RRVRR,18,21,2017_03_22_1206,m,5,positive,Correct
g,pictures/9156.jpg,congr,456,num_1,1,0.533491660724,b,0,1.08350762643,RRRRR,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/7380.jpg,congr,457,num_1,0,0.816825944348,b,1,0.766825944418,VVVVV,18,21,2017_03_22_1206,m,5,negative,Error
g,pictures/4617.jpg,noncongr,458,num_3,1,0.683501639287,g,1,0.700147683499,VVXVV,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/1111.jpg,noncongr,459,num_1,1,0.716843620874,b,1,0.933465716429,WWRWW,18,21,2017_03_22_1206,m,5,negative,Correct
b,pictures/9415.jpg,noncongr,460,num_3,1,0.566815110506,b,1,0.733479686431,RRWRR,18,21,2017_03_22_1206,m,5,negative,Correct
g,pictures/1720.jpg,congr,461,num_1,1,0.533340841066,g,1,0.816807412659,PPPPP,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9322.jpg,congr,462,None,0,,b,1,0.699901069165,MMMMM,18,21,2017_03_22_1206,m,5,negative,Error
g,pictures/2398.jpg,noncongr,463,num_1,1,0.73347854591,g,1,0.716793442611,XXRXX,18,21,2017_03_22_1206,m,5,positive,Correct
b,pictures/9120.jpg,noncongr,464,num_3,1,0.650170491775,b,1,1.86675238772,MMXMM,18,21,2017_03_22_1206,m,5,negative,Correct
