eval_corrans,eval_pic,flanker_type,trials.thisN,flanker_resp.keys,flanker_resp.corr,flanker_resp.rt,eval_resp.keys,eval_resp.corr,eval_resp.rt,flanker_stimulus,participant,years,date,sex,block,pic_valence,flanker_acc
g,pictures/1463.jpg,congr,0,None,0,,g,1,0.600038032746,VVVVV,1,24,2017_03_20_1739,f,1,positive,Error
b,pictures/9610.jpg,congr,1,num_1,1,0.566840132466,b,1,0.750083748717,PPPPP,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/8540.jpg,noncongr,2,num_2,1,0.766801871825,g,1,0.700143492082,PPMPP,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/2457.jpg,noncongr,3,None,0,,b,1,1.00014027022,RRVRR,1,24,2017_03_20_1739,f,1,negative,Error
b,pictures/2692.jpg,congr,4,num_3,1,0.733492211439,b,1,0.733501334675,XXXXX,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/2398.jpg,congr,5,num_1,1,0.583523473004,b,0,0.850149864098,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9901.jpg,noncongr,6,None,0,,b,1,0.916808243841,MMWMM,1,24,2017_03_20_1739,f,1,negative,Error
b,pictures/2053.jpg,congr,7,num_2,1,0.800154867582,b,1,0.866894501727,VVVVV,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/1340.jpg,congr,8,num_1,1,0.500036065467,g,1,0.983489716891,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/6244.jpg,congr,9,num_1,1,0.733476530761,b,1,0.933467635652,PPPPP,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4640.jpg,congr,10,None,0,,g,1,0.883492026012,XXXXX,1,24,2017_03_20_1739,f,1,positive,Error
g,pictures/8116.jpg,congr,11,num_3,1,0.716819419758,b,0,1.71679005423,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/1660.jpg,congr,12,None,0,,g,1,0.849859059555,VVVVV,1,24,2017_03_20_1739,f,1,positive,Error
g,pictures/8130.jpg,congr,13,num_3,1,0.766824109713,g,1,1.16679890687,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/6241.jpg,congr,14,None,0,,g,0,1.43366392865,VVVVV,1,24,2017_03_20_1739,f,1,negative,Error
g,pictures/7289.jpg,congr,15,num_1,1,0.650169593282,g,1,0.983634263743,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8250.jpg,noncongr,16,num_3,1,0.733481377596,g,1,1.13339259662,PPWPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8540.jpg,congr,17,num_1,1,0.733477100963,g,1,0.6834915129,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/5628.jpg,congr,18,num_3,1,0.633486252744,g,1,0.733488790225,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9429.jpg,congr,19,num_3,1,0.700180555228,b,1,1.01679624082,XXXXX,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/2900.jpg,noncongr,20,num_3,1,0.750174981542,b,1,0.766822113888,MMWMM,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9301.jpg,congr,21,num_1,1,0.566813903162,b,1,0.733475105371,RRRRR,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/5628.jpg,noncongr,22,num_1,1,0.600153784268,g,1,0.916804252192,XXPXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8503.jpg,congr,23,num_1,1,0.550188438268,b,0,1.10014565894,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8033.jpg,congr,24,num_1,0,0.816851322772,g,1,1.18331717281,VVVVV,1,24,2017_03_20_1739,f,1,positive,Error
b,pictures/6836.jpg,noncongr,25,None,0,,b,1,1.26678291243,MMWMM,1,24,2017_03_20_1739,f,1,negative,Error
g,pictures/2056.jpg,noncongr,26,num_1,1,0.616855371278,g,1,0.683480108855,WWPWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9471.jpg,noncongr,27,num_1,1,0.666812163778,b,1,0.633490814362,MMPMM,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/2344.jpg,congr,28,num_3,1,0.683496074751,b,0,0.833449987695,WWWWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/2710.jpg,congr,29,num_1,1,0.533358840505,b,1,1.01679510041,PPPPP,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4520.jpg,noncongr,30,num_3,1,0.650149350986,g,1,0.883487464394,RRXRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/2276.jpg,noncongr,31,None,0,,g,0,1.41696604807,PPMPP,1,24,2017_03_20_1739,f,1,negative,Error
b,pictures/9342.jpg,congr,32,num_3,1,0.683550528949,b,1,1.41681180755,WWWWW,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/1999.jpg,noncongr,33,num_1,1,0.600182009395,g,1,0.883488605032,VVRVV,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/4007.jpg,congr,34,num_1,1,0.600168609526,g,1,0.766606576741,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/5199.jpg,congr,35,num_2,1,0.783504314022,g,1,0.850152715109,MMMMM,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2352.jpg,noncongr,36,num_3,1,0.616846818244,g,1,0.650153057184,MMXMM,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9427.jpg,noncongr,37,num_3,1,0.750189521816,b,1,0.833454264328,PPWPP,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/5890.jpg,congr,38,num_1,1,0.683494078694,g,1,0.700148338918,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/4542.jpg,noncongr,39,num_1,1,0.66684666113,g,1,0.650107441004,WWPWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/3017.jpg,congr,40,num_2,1,0.750162152108,b,1,0.833461106755,MMMMM,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/7501.jpg,congr,41,num_3,1,0.766805863008,b,0,0.933484456735,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/1271.jpg,noncongr,42,num_2,1,0.666822712868,b,1,0.816820816835,RRMRR,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4650.jpg,noncongr,43,num_3,1,0.716831964441,g,1,0.700158317341,VVWVV,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8001.jpg,noncongr,44,num_2,1,0.700157747138,g,1,1.05014923704,RRVRR,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2362.jpg,congr,45,num_1,1,0.550166485598,g,1,0.800124361645,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/7352.jpg,congr,46,num_1,1,0.583512353944,g,1,0.716785492608,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9041.jpg,noncongr,47,num_1,1,0.750143620418,g,0,0.93348246091,MMRMM,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/1590.jpg,congr,48,None,0,,g,1,0.883454677649,VVVVV,1,24,2017_03_20_1739,f,1,positive,Error
g,pictures/7230.jpg,congr,49,num_1,1,0.650181282545,g,1,0.616828856524,RRRRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9290.jpg,congr,50,num_2,1,0.766875713365,b,1,0.633484827355,VVVVV,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/3220.jpg,noncongr,51,num_3,1,0.600168324541,b,1,0.683447607094,PPXPP,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9435.jpg,congr,52,num_2,1,0.666981514776,b,1,0.700162878959,MMMMM,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/3216.jpg,noncongr,53,num_2,1,0.566817324143,b,1,0.666822142666,WWMWW,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/2700.jpg,congr,54,num_3,1,0.600188566605,g,0,0.916803112021,WWWWW,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/5814.jpg,congr,55,num_3,1,0.683476687642,g,1,0.750151888235,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9330.jpg,congr,56,num_2,1,0.800123506458,b,1,1.06679180753,VVVVV,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9001.jpg,congr,57,num_3,1,0.550170477014,b,1,0.916778878309,WWWWW,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/6555.jpg,noncongr,58,num_3,1,0.783523986116,b,1,1.25012437603,VVXVV,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4612.jpg,congr,59,num_1,1,0.600207953714,g,1,0.683492938289,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2303.jpg,noncongr,60,num_3,1,0.666820717044,g,1,0.700154611142,VVWVV,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/4610.jpg,noncongr,61,num_2,1,0.600169464946,g,1,0.566843553679,RRMRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/3160.jpg,noncongr,62,num_2,1,0.583591612522,b,1,1.40012789704,XXVXX,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/7359.jpg,noncongr,63,num_2,1,0.716828542994,b,1,1.19994121185,PPVPP,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9621.jpg,congr,64,None,0,,b,1,0.750139058568,XXXXX,1,24,2017_03_20_1739,f,1,negative,Error
g,pictures/8510.jpg,congr,65,num_1,1,0.650146784959,b,0,1.3334652409,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2605.jpg,congr,66,num_2,1,0.516840859549,b,0,0.983481163625,MMMMM,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/7451.jpg,noncongr,67,num_1,1,0.650145074353,g,1,1.05011188844,WWPWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/1220.jpg,congr,68,num_2,1,0.683473266428,b,1,0.666808172595,MMMMM,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9530.jpg,congr,69,num_3,1,0.700132943224,b,1,0.916800545994,XXXXX,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4628.jpg,noncongr,70,num_3,1,0.650163891027,g,1,1.15013238718,RRXRR,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8118.jpg,noncongr,71,num_3,1,0.783455561381,b,0,0.900138303172,RRWRR,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9326.jpg,congr,72,num_2,1,0.63349395059,b,1,0.783446723362,MMMMM,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/6213.jpg,congr,73,num_3,1,0.716803168878,b,1,1.10012114001,XXXXX,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/9500.jpg,noncongr,74,num_2,1,0.633662731154,b,1,2.03344251798,XXMXX,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4641.jpg,noncongr,75,None,0,,g,1,0.800138331717,PPWPP,1,24,2017_03_20_1739,f,1,positive,Error
g,pictures/7492.jpg,noncongr,76,num_2,1,0.500065146014,g,1,1.51680493657,XXVXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/7508.jpg,noncongr,77,num_3,1,0.816835927079,g,1,1.23342735064,MMWMM,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/7508.jpg,congr,78,num_3,1,0.650346071459,g,1,0.733684940729,WWWWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9417.jpg,congr,79,num_2,0,0.53346632421,b,1,1.48299919791,RRRRR,1,24,2017_03_20_1739,f,1,negative,Error
g,pictures/5450.jpg,congr,80,num_1,1,0.550262565026,b,0,1.83342204755,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9530.jpg,noncongr,81,num_1,1,0.700169151183,b,1,0.833465668373,WWRWW,1,24,2017_03_20_1739,f,1,negative,Correct
b,pictures/6562.jpg,noncongr,82,num_2,1,0.700199657353,b,1,0.883481762372,XXMXX,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4625.jpg,congr,83,num_3,1,0.650158474222,g,1,1.28346653795,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8260.jpg,noncongr,84,num_2,1,0.616861643502,b,0,0.966813788982,XXMXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/1590.jpg,noncongr,85,None,0,,g,1,0.666821572464,WWVWW,1,24,2017_03_20_1739,f,1,positive,Error
b,pictures/1274.jpg,noncongr,86,num_2,1,0.566814188147,b,1,0.633479410317,RRVRR,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/7220.jpg,congr,87,num_3,1,0.600150933256,g,1,0.766834088368,WWWWW,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9342.jpg,noncongr,88,None,0,,b,1,1.10012513143,MMWMM,1,24,2017_03_20_1739,f,1,negative,Error
g,pictures/7352.jpg,noncongr,89,num_1,1,0.650155908195,g,1,0.600142665207,MMRMM,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2075.jpg,congr,90,num_3,1,0.616826575948,g,1,1.15011699172,WWWWW,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/4603.jpg,congr,91,num_2,1,0.650615493534,g,1,0.650144219166,MMMMM,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9520.jpg,noncongr,92,num_3,1,0.61683227797,b,1,2.39994229516,VVWVV,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/1722.jpg,congr,93,num_1,1,0.683351242682,g,1,0.633493665606,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/2303.jpg,congr,94,num_1,1,0.666821002029,g,1,0.616815456888,PPPPP,1,24,2017_03_20_1739,f,1,positive,Correct
b,pictures/9911.jpg,noncongr,95,num_2,1,0.816827659262,b,1,0.816846475936,WWMWW,1,24,2017_03_20_1739,f,1,negative,Correct
g,pictures/4503.jpg,congr,96,num_3,1,0.566688172752,g,1,0.66682385304,XXXXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8510.jpg,noncongr,97,num_1,1,0.650155053008,b,0,0.783212369075,XXPXX,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/8001.jpg,congr,98,num_2,1,0.516810923815,g,1,0.933759580599,MMMMM,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/7660.jpg,congr,99,num_2,1,0.733498768881,b,0,1.73343291017,VVVVV,1,24,2017_03_20_1739,f,1,positive,Correct
g,pictures/4575.jpg,noncongr,100,None,0,,g,1,0.783336958848,VVWVV,1,24,2017_03_20_1739,f,2,positive,Error
g,pictures/4090.jpg,noncongr,101,num_3,1,0.73336420022,g,1,0.733424357139,VVXVV,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/2389.jpg,congr,102,num_3,1,0.533494834322,b,0,1.11674346845,XXXXX,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/2345.jpg,congr,103,num_3,1,0.666855214396,g,1,0.683463002555,XXXXX,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/6561.jpg,congr,104,num_2,1,0.716854487313,b,1,1.03333161329,VVVVV,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/7482.jpg,noncongr,105,num_1,1,0.616806903854,g,1,1.73396918783,VVPVV,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4542.jpg,congr,106,num_3,1,0.6668135894,g,1,0.983453508699,WWWWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4007.jpg,noncongr,107,num_1,1,0.633533294778,g,1,0.733488789992,VVRVV,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/5270.jpg,congr,108,num_3,1,0.566871778807,g,1,2.28317601862,XXXXX,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/7279.jpg,noncongr,109,num_3,1,0.66680760216,b,0,0.900150562637,RRXRR,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/1274.jpg,congr,110,num_3,1,0.583500379464,b,1,0.650152486982,WWWWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/6311.jpg,noncongr,111,num_3,1,0.583525468828,b,1,0.850388495019,PPXPP,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/7481.jpg,congr,112,None,0,,g,1,1.36713127908,VVVVV,1,24,2017_03_20_1739,f,2,positive,Error
b,pictures/2345.1.jpg,noncongr,113,num_3,1,0.500053171534,b,1,0.750187241239,RRXRR,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9280.jpg,congr,114,num_1,1,0.550022508949,b,1,0.800132629694,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9922.jpg,congr,115,num_1,1,0.650179001736,b,1,0.749854526483,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9592.jpg,congr,116,num_3,1,0.583500664681,b,1,0.766808429034,XXXXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9429.jpg,noncongr,117,num_1,0,0.716838236665,b,1,1.98345550452,XXVXX,1,24,2017_03_20_1739,f,2,negative,Error
g,pictures/4599.jpg,congr,118,None,0,,g,1,0.683474121615,VVVVV,1,24,2017_03_20_1739,f,2,positive,Error
g,pictures/1722.jpg,noncongr,119,num_1,1,0.600175452186,g,1,0.750157875475,VVRVV,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/3181.jpg,congr,120,num_3,1,0.616851664847,b,1,0.983472040389,XXXXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9832.jpg,noncongr,121,num_1,1,0.700096450048,b,1,1.75015017786,MMPMM,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/6250.2.jpg,noncongr,122,num_2,1,0.650145644555,g,1,1.03344793501,RRVRR,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/2457.jpg,congr,123,num_3,1,0.716827402823,b,1,0.800100698136,WWWWW,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4606.jpg,congr,124,num_2,1,0.500236492604,g,1,0.716909512179,MMMMM,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4599.jpg,noncongr,125,num_2,1,0.750194653636,g,1,0.917095912155,RRVRR,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/2398.jpg,noncongr,126,num_3,1,0.633490244392,b,0,1.51679552812,PPXPP,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9007.jpg,noncongr,127,num_2,1,0.550175038632,b,1,0.950109636178,WWMWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9331.jpg,congr,128,num_3,1,0.600173171377,b,1,1.31714198482,WWWWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9470.jpg,congr,129,num_3,1,0.583492111648,b,1,0.650155908195,XXXXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9006.jpg,congr,130,num_2,1,0.516823468264,b,1,2.40006659995,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9341.jpg,congr,131,num_3,1,0.533509944798,b,1,0.683476687642,XXXXX,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/8031.jpg,congr,132,num_1,1,0.650168452878,g,1,2.23351573246,PPPPP,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/2278.jpg,noncongr,133,num_2,1,0.566892591305,b,1,2.53346119239,WWMWW,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/2655.jpg,congr,134,num_2,1,0.633599153487,g,1,4.11670925608,MMMMM,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9420.jpg,noncongr,135,num_2,1,0.783491769573,b,1,0.766576640774,RRVRR,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9611.jpg,congr,136,num_3,1,0.550303620053,b,1,0.68339486327,XXXXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9302.jpg,congr,137,num_1,1,0.566845549503,b,1,1.21679162234,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9042.jpg,noncongr,138,num_2,1,0.516820332268,b,1,1.80016313563,XXMXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/3300.jpg,noncongr,139,num_3,1,0.600200541085,b,1,0.83348277444,MMXMM,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4614.jpg,congr,140,num_1,1,0.600166613935,g,1,0.916815941455,PPPPP,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9561.jpg,congr,141,num_2,1,0.683508333983,b,1,0.800128923263,VVVVV,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/5301.jpg,noncongr,142,num_3,1,0.583490115823,g,1,0.816707060905,RRXRR,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/5820.jpg,congr,143,num_1,1,0.650198958814,g,1,0.800158288796,PPPPP,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4220.jpg,congr,144,num_2,0,0.500048895134,g,1,1.08349139872,RRRRR,1,24,2017_03_20_1739,f,2,positive,Error
g,pictures/2075.jpg,noncongr,145,num_3,1,0.583488975419,g,1,1.1000932001,RRWRR,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/6571.jpg,congr,146,num_2,1,0.566830724012,b,1,1.15013580862,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4090.jpg,congr,147,num_2,1,0.616848528851,g,1,0.700140641071,VVVVV,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/5270.jpg,noncongr,148,num_1,1,0.700166300172,g,1,0.950154967373,VVRVV,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/8280.jpg,noncongr,149,num_2,1,0.516855684808,g,1,0.700132373022,WWMWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/5890.jpg,noncongr,150,num_1,1,0.633533579763,g,1,1.45012118272,MMPMM,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9831.jpg,congr,151,num_2,1,0.566804779693,b,1,0.800150590949,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/7250.jpg,congr,152,num_3,1,0.750189236598,g,1,2.15008506039,XXXXX,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9409.jpg,congr,153,num_3,1,0.683506908361,b,1,0.800152587006,WWWWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/6838.jpg,noncongr,154,num_2,0,0.516821757657,b,1,1.26678889943,VVRVV,1,24,2017_03_20_1739,f,2,negative,Error
g,pictures/4530.jpg,congr,155,num_1,1,0.666826989269,g,1,0.816812263802,RRRRR,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9291.jpg,congr,156,num_3,1,0.566838136641,b,1,0.616689156508,WWWWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9584.jpg,noncongr,157,num_3,1,0.633497086819,b,1,0.933459367836,PPXPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/2120.jpg,congr,158,num_1,1,0.633505069418,b,1,1.05014039879,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4624.jpg,noncongr,159,num_1,1,0.633488248568,g,1,1.03346732212,MMRMM,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/6836.jpg,congr,160,num_1,1,0.516820617253,b,1,1.01679453044,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4180.jpg,noncongr,161,num_3,1,0.583500094479,g,1,0.750149322441,PPWPP,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/8117.jpg,congr,162,num_1,1,0.516862527234,b,0,1.3501266283,RRRRR,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9922.jpg,noncongr,163,num_3,1,0.533496830147,b,1,1.03350723628,VVXVV,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/2490.jpg,congr,164,num_2,1,0.616686590482,b,1,0.850182936061,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9341.jpg,noncongr,165,num_3,1,0.650166742271,b,1,0.850154710934,VVWVV,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/4525.jpg,congr,166,num_3,1,0.550130277639,g,1,1.10012826766,WWWWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4600.jpg,congr,167,num_2,1,0.550196706317,g,1,0.950011275942,MMMMM,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/7515.jpg,noncongr,168,num_3,1,0.500048894901,g,1,1.23369221087,VVXVV,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9452.jpg,noncongr,169,num_2,1,0.583500949666,g,0,1.08346146322,PPMPP,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/5849.jpg,noncongr,170,num_1,1,0.63348283153,b,0,0.616802912438,WWRWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/4645.jpg,congr,171,num_3,1,0.583488120232,g,1,0.816817110404,WWWWW,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9046.jpg,congr,172,num_2,1,0.783471242059,b,1,1.60010360624,VVVVV,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/7136.jpg,congr,173,num_2,1,0.550159643171,b,1,0.766808429034,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/8371.jpg,noncongr,174,None,0,,g,1,2.35007017804,WWRWW,1,24,2017_03_20_1739,f,2,positive,Error
b,pictures/9102.jpg,noncongr,175,num_1,1,0.666841814527,b,1,0.65016218042,VVPVV,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9181.jpg,noncongr,176,num_2,1,0.700191389304,b,1,0.816824808251,XXVXX,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/6825.jpg,noncongr,177,num_2,1,0.500048609916,b,1,0.783463259228,PPVPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/2490.jpg,noncongr,178,num_1,1,0.700007213047,b,1,0.65015191678,WWRWW,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/1111.jpg,congr,179,num_1,1,0.583499239292,b,1,0.750152458437,RRRRR,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9560.jpg,noncongr,180,num_2,1,0.533486566273,b,1,1.29999535298,PPMPP,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/6555.jpg,congr,181,num_1,1,0.516968015349,b,1,0.700179985026,PPPPP,1,24,2017_03_20_1739,f,2,negative,Correct
g,pictures/8120.jpg,noncongr,182,num_2,1,0.583477286156,g,1,0.883500864264,XXVXX,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/8021.jpg,congr,183,num_3,1,0.600289493101,g,1,1.91675920621,WWWWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/2352.jpg,congr,184,num_3,1,0.650162465638,g,1,0.63346572523,WWWWW,1,24,2017_03_20_1739,f,2,positive,Correct
g,pictures/7460.jpg,noncongr,185,num_3,1,0.566845549503,g,1,1.33345896844,VVWVV,1,24,2017_03_20_1739,f,2,positive,Correct
b,pictures/9145.jpg,congr,186,num_1,1,0.683487521717,b,1,0.98368529696,RRRRR,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/9599.jpg,noncongr,187,num_3,1,0.600174881751,b,1,1.35012092604,MMXMM,1,24,2017_03_20_1739,f,2,negative,Correct
b,pictures/7361.jpg,congr,188,num_2,1,0.633502218407,b,1,0.716801458504,MMMMM,1,24,2017_03_20_1739,f,2,negative,Correct
